cidade,dt,r1,r2,r3,r4,tmin,tmax,wmx,c1,c2,c3,c4
Abadia de Goiás - GO,2026-05-29,0.0,0.0,0.0,0.0,18.45,26.57,9.1,0,0,0,0
Abadia de Goiás - GO,2026-05-30,0.0,0.0,0.0,0.0,17.0,27.41,8.87,0,1,0,0
Abadia de Goiás - GO,2026-05-31,0.0,0.0,0.0,0.0,16.45,28.05,6.94,0,1,0,0
Abadia de Goiás - GO,2026-06-01,0.15,0.0,0.0,0.0,15.6,28.08,7.73,0,0,0,0
Abadia de Goiás - GO,2026-06-02,0.0,0.0,0.0,0.0,14.63,27.95,9.44,0,0,0,0
Abadia de Goiás - GO,2026-06-03,0.0,0.0,0.0,0.0,16.04,27.91,9.28,0,0,0,0
Abadia de Goiás - GO,2026-06-04,0.0,0.0,0.0,0.0,15.32,27.5,12.57,0,0,0,0
Abadia de Goiás - GO,2026-06-05,0.0,0.0,0.0,0.0,13.19,25.7,12.49,0,0,0,0
Abadia de Goiás - GO,2026-06-06,0.0,0.0,0.01,0.0,12.31,24.06,12.63,0,0,0,0
Abadia de Goiás - GO,2026-06-07,0.0,0.0,0.0,0.0,11.97,25.24,10.53,0,0,0,0
Abadia dos Dourados - MG,2026-05-29,0.0,0.0,0.0,0.0,17.6,26.72,12.89,0,1,0,0
Abadia dos Dourados - MG,2026-05-30,0.08,0.0,0.0,0.0,16.57,26.91,7.0,0,1,0,0
Abadia dos Dourados - MG,2026-05-31,0.18,0.02,0.0,0.0,15.88,27.64,6.55,0,0,0,0
Abadia dos Dourados - MG,2026-06-01,0.06,0.0,0.0,0.0,14.66,28.45,8.76,0,0,0,0
Abadia dos Dourados - MG,2026-06-02,0.0,0.0,0.0,0.0,14.29,27.95,9.13,0,0,0,0
Abadia dos Dourados - MG,2026-06-03,0.0,0.0,0.0,0.0,15.38,26.88,10.61,0,1,0,0
Abadia dos Dourados - MG,2026-06-04,0.0,0.0,0.0,0.0,13.91,26.12,13.1,0,0,0,0
Abadia dos Dourados - MG,2026-06-05,0.0,0.0,0.0,0.0,11.88,23.85,14.12,0,0,0,0
Abadia dos Dourados - MG,2026-06-06,0.0,0.0,0.01,0.0,9.81,22.4,14.13,0,0,0,0
Abadia dos Dourados - MG,2026-06-07,0.0,0.0,0.0,0.0,10.65,23.27,9.55,0,0,0,0
Abadiânia - GO,2026-05-29,0.0,0.0,0.0,0.0,16.51,24.94,9.48,0,0,0,0
Abadiânia - GO,2026-05-30,0.03,0.0,0.0,0.0,15.22,24.78,9.72,1,1,0,0
Abadiânia - GO,2026-05-31,0.02,0.0,0.0,0.0,15.26,26.61,6.8,0,1,0,0
Abadiânia - GO,2026-06-01,0.22,0.15,0.0,0.0,14.85,26.61,6.6,0,0,0,0
Abadiânia - GO,2026-06-02,0.0,0.0,0.0,0.0,14.01,26.63,8.65,0,0,0,0
Abadiânia - GO,2026-06-03,0.0,0.0,0.0,0.0,15.1,26.28,9.62,0,0,0,0
Abadiânia - GO,2026-06-04,0.0,0.0,0.0,0.0,13.79,25.66,13.78,0,0,0,0
Abadiânia - GO,2026-06-05,0.0,0.0,0.0,0.0,11.54,23.82,14.33,0,0,0,0
Abadiânia - GO,2026-06-06,0.0,0.0,0.0,0.0,10.63,22.34,14.3,0,0,0,0
Abadiânia - GO,2026-06-07,0.0,0.01,0.0,0.0,10.75,23.84,10.36,0,0,0,0
Abaeté - MG,2026-05-29,0.05,0.0,0.01,0.02,17.04,25.44,5.18,0,1,0,1
Abaeté - MG,2026-05-30,0.26,0.23,0.05,0.0,16.03,24.72,4.86,0,1,0,0
Abaeté - MG,2026-05-31,0.32,0.13,0.1,0.0,15.82,26.33,4.63,0,0,0,0
Abaeté - MG,2026-06-01,0.54,0.15,0.01,0.0,14.85,26.55,8.46,0,0,0,0
Abaeté - MG,2026-06-02,0.12,0.0,0.0,0.0,14.51,26.1,8.46,0,0,0,0
Abaeté - MG,2026-06-03,0.27,0.0,0.0,0.0,14.01,25.16,7.16,0,0,0,0
Abaeté - MG,2026-06-04,0.0,0.0,0.0,0.0,13.04,24.19,9.42,0,0,0,0
Abaeté - MG,2026-06-05,0.12,0.0,0.0,0.0,10.35,22.23,10.35,0,1,0,0
Abaeté - MG,2026-06-06,0.0,0.0,0.0,0.0,9.34,21.12,7.17,0,0,0,0
Abaeté - MG,2026-06-07,0.0,0.0,0.0,0.0,10.06,22.24,6.33,0,0,0,0
Abaetetuba - PA,2026-05-29,6.2,7.16,5.24,2.43,25.17,28.07,10.37,3,1,2,1
Abaetetuba - PA,2026-05-30,2.66,6.88,10.14,3.8,24.94,28.97,10.09,1,1,2,2
Abaetetuba - PA,2026-05-31,1.32,3.82,5.95,3.48,25.1,29.74,10.05,1,0,1,1
Abaetetuba - PA,2026-06-01,2.7,4.75,7.28,4.18,24.82,29.23,8.13,1,1,1,2
Abaetetuba - PA,2026-06-02,2.0,4.33,5.7,2.6,24.98,29.1,8.98,1,1,2,2
Abaetetuba - PA,2026-06-03,1.01,2.79,4.31,0.92,25.07,30.22,11.33,1,1,1,0
Abaetetuba - PA,2026-06-04,1.02,4.34,10.15,3.2,24.79,30.34,10.71,1,1,1,2
Abaetetuba - PA,2026-06-05,1.51,2.7,4.05,1.11,25.13,29.54,9.32,1,1,1,1
Abaetetuba - PA,2026-06-06,1.18,2.98,5.79,2.53,25.13,29.72,10.29,1,1,1,2
Abaetetuba - PA,2026-06-07,1.73,4.51,7.25,1.58,25.09,29.24,9.84,1,1,2,1
Abaiara - CE,2026-05-29,0.0,0.0,0.0,0.0,21.54,30.69,17.62,0,1,0,0
Abaiara - CE,2026-05-30,0.24,0.3,0.33,0.08,21.94,29.94,18.2,1,1,1,1
Abaiara - CE,2026-05-31,0.0,0.0,0.0,0.0,21.38,30.8,16.48,1,1,0,0
Abaiara - CE,2026-06-01,0.0,0.0,0.0,0.0,21.41,30.98,14.42,0,1,0,0
Abaiara - CE,2026-06-02,0.0,0.0,0.0,0.0,21.95,31.13,12.57,0,1,0,0
Abaiara - CE,2026-06-03,0.03,0.0,0.12,0.11,22.29,30.94,14.69,1,2,1,0
Abaiara - CE,2026-06-04,0.09,0.01,0.05,0.18,21.54,29.81,23.65,2,2,0,1
Abaiara - CE,2026-06-05,0.16,0.0,0.05,0.07,20.94,28.32,24.47,3,2,0,1
Abaiara - CE,2026-06-06,0.08,0.0,0.0,0.03,20.16,27.75,25.45,2,3,0,1
Abaiara - CE,2026-06-07,0.02,0.01,0.0,0.0,19.78,28.31,23.92,2,2,0,0
Abaíra - BA,2026-05-29,0.07,0.12,0.56,0.58,17.6,24.72,13.16,2,1,2,3
Abaíra - BA,2026-05-30,0.93,0.25,0.05,0.04,15.78,21.44,12.84,3,3,2,2
Abaíra - BA,2026-05-31,0.19,0.07,0.0,0.0,15.01,23.83,8.34,1,2,0,0
Abaíra - BA,2026-06-01,0.06,0.0,0.03,0.09,15.66,25.33,7.57,0,0,0,2
Abaíra - BA,2026-06-02,0.42,0.16,0.16,0.21,16.6,24.98,10.41,2,0,1,3
Abaíra - BA,2026-06-03,0.61,0.12,0.11,0.12,15.98,23.66,13.52,2,1,1,2
Abaíra - BA,2026-06-04,0.11,0.0,0.0,0.02,13.79,23.78,14.54,1,1,0,2
Abaíra - BA,2026-06-05,0.01,0.0,0.0,0.0,11.88,22.76,12.68,1,0,0,0
Abaíra - BA,2026-06-06,0.0,0.0,0.0,0.0,10.63,22.22,11.36,0,0,0,0
Abaíra - BA,2026-06-07,0.0,0.01,0.0,0.0,11.5,23.09,9.18,0,0,0,0
Abaré - BA,2026-05-29,0.0,0.0,0.0,0.0,21.54,32.38,23.92,2,0,0,0
Abaré - BA,2026-05-30,0.0,0.0,0.0,0.02,21.66,31.91,22.77,2,1,0,0
Abaré - BA,2026-05-31,0.0,0.0,0.0,0.02,22.13,32.24,19.78,2,0,0,0
Abaré - BA,2026-06-01,0.0,0.0,0.0,0.08,22.44,32.17,15.64,1,1,0,0
Abaré - BA,2026-06-02,0.0,0.0,0.0,0.0,22.23,32.01,16.6,2,1,0,0
Abaré - BA,2026-06-03,0.0,0.0,0.13,0.23,22.76,31.66,21.03,2,2,0,1
Abaré - BA,2026-06-04,0.27,0.3,0.16,0.26,22.13,30.28,24.98,3,1,1,2
Abaré - BA,2026-06-05,0.23,0.12,0.22,0.12,21.29,29.32,24.01,3,2,2,2
Abaré - BA,2026-06-06,0.12,0.0,0.03,0.02,20.44,28.62,23.8,3,2,1,0
Abaré - BA,2026-06-07,0.01,0.01,0.0,0.0,20.34,28.68,22.87,3,2,0,0
Abatiá - PR,2026-05-29,0.0,0.0,0.0,0.02,14.1,22.72,11.71,0,0,0,0
Abatiá - PR,2026-05-30,0.05,0.0,0.0,0.0,14.35,23.38,8.92,1,0,0,0
Abatiá - PR,2026-05-31,0.02,0.0,0.0,0.0,13.92,24.11,5.87,0,0,0,0
Abatiá - PR,2026-06-01,0.09,0.0,0.0,0.0,13.88,23.89,10.51,0,0,0,0
Abatiá - PR,2026-06-02,0.0,0.0,0.0,0.0,13.01,21.92,12.88,1,0,0,0
Abatiá - PR,2026-06-03,0.0,0.0,0.0,0.0,14.1,22.16,15.75,0,0,0,1
Abatiá - PR,2026-06-04,0.01,0.0,0.0,0.0,13.07,22.97,18.18,1,0,0,0
Abatiá - PR,2026-06-05,0.0,0.0,0.0,0.0,10.94,20.91,16.94,0,0,0,0
Abatiá - PR,2026-06-06,0.0,0.0,0.0,0.0,10.09,21.15,12.47,0,0,0,0
Abatiá - PR,2026-06-07,0.0,0.01,0.0,0.0,10.22,22.24,5.8,0,0,0,0
Abdon Batista - SC,2026-05-29,0.0,0.34,7.28,5.92,10.32,17.54,12.2,3,2,3,3
Abdon Batista - SC,2026-05-30,0.52,0.0,0.0,0.0,10.22,17.16,7.27,3,3,0,3
Abdon Batista - SC,2026-05-31,0.17,0.0,0.0,0.0,9.51,17.67,7.52,3,3,0,2
Abdon Batista - SC,2026-06-01,0.0,0.0,0.0,0.0,7.98,16.89,5.39,3,1,0,2
Abdon Batista - SC,2026-06-02,0.0,0.0,0.0,0.0,8.73,17.07,10.28,3,0,0,2
Abdon Batista - SC,2026-06-03,0.0,0.0,0.0,0.0,10.29,16.63,16.0,3,2,2,3
Abdon Batista - SC,2026-06-04,0.0,0.0,0.0,0.0,10.23,17.06,19.08,3,2,1,3
Abdon Batista - SC,2026-06-05,0.0,0.0,0.0,0.0,7.57,16.51,16.67,2,0,0,2
Abdon Batista - SC,2026-06-06,0.0,0.0,0.0,0.0,5.81,17.28,9.47,2,0,0,0
Abdon Batista - SC,2026-06-07,0.0,0.0,0.0,0.0,6.94,17.96,3.91,1,0,0,0
Abel Figueiredo - PA,2026-05-29,0.46,0.5,0.22,0.0,24.23,32.5,10.76,0,1,2,2
Abel Figueiredo - PA,2026-05-30,0.4,0.12,0.1,0.0,24.03,32.03,12.06,0,1,1,1
Abel Figueiredo - PA,2026-05-31,0.47,0.22,0.93,0.46,23.88,31.83,8.59,0,1,0,1
Abel Figueiredo - PA,2026-06-01,1.23,1.34,2.3,1.38,23.41,30.61,6.6,0,1,1,2
Abel Figueiredo - PA,2026-06-02,1.68,1.23,1.71,0.67,23.51,29.7,6.58,1,1,2,1
Abel Figueiredo - PA,2026-06-03,1.22,1.4,0.98,0.42,23.42,30.53,8.45,2,1,1,1
Abel Figueiredo - PA,2026-06-04,0.9,0.34,0.09,0.04,23.38,31.31,12.04,0,1,0,0
Abel Figueiredo - PA,2026-06-05,0.38,0.02,0.0,0.02,23.19,31.82,11.54,0,0,0,0
Abel Figueiredo - PA,2026-06-06,0.33,0.02,0.02,0.0,23.16,31.69,9.63,0,1,0,1
Abel Figueiredo - PA,2026-06-07,0.3,0.0,0.03,0.0,23.34,31.52,9.06,0,1,1,1
Abelardo Luz - SC,2026-05-29,0.0,3.86,7.06,2.1,13.38,20.0,10.66,2,2,3,3
Abelardo Luz - SC,2026-05-30,0.53,0.0,0.0,0.0,11.47,18.57,8.87,2,2,0,2
Abelardo Luz - SC,2026-05-31,0.11,0.0,0.0,0.0,10.2,18.89,7.6,2,2,0,1
Abelardo Luz - SC,2026-06-01,0.0,0.0,0.0,0.0,9.38,18.39,10.48,2,0,0,0
Abelardo Luz - SC,2026-06-02,0.0,0.0,0.0,0.0,9.95,19.23,14.76,1,0,0,0
Abelardo Luz - SC,2026-06-03,0.0,0.0,0.0,0.0,10.73,18.28,20.91,1,0,0,2
Abelardo Luz - SC,2026-06-04,0.0,0.0,0.0,0.0,10.38,19.28,22.27,0,0,0,1
Abelardo Luz - SC,2026-06-05,0.0,0.0,0.0,0.0,8.41,18.6,20.16,0,0,0,0
Abelardo Luz - SC,2026-06-06,0.0,0.0,0.01,0.0,7.16,18.25,13.98,0,0,0,0
Abelardo Luz - SC,2026-06-07,0.0,0.0,0.0,0.0,8.03,18.52,6.77,0,0,0,0
Abre Campo - MG,2026-05-29,0.42,0.0,0.01,0.14,16.76,24.13,8.13,2,2,1,2
Abre Campo - MG,2026-05-30,0.39,0.05,0.05,0.0,15.82,22.13,4.96,3,2,0,0
Abre Campo - MG,2026-05-31,0.16,0.0,0.02,0.0,16.32,26.14,5.44,0,0,0,0
Abre Campo - MG,2026-06-01,0.42,0.72,1.19,0.34,16.26,26.17,5.29,1,0,0,1
Abre Campo - MG,2026-06-02,0.83,0.04,0.08,0.0,15.7,24.04,8.43,2,1,0,0
Abre Campo - MG,2026-06-03,0.21,0.0,0.0,0.0,14.42,24.31,12.56,1,1,0,0
Abre Campo - MG,2026-06-04,0.2,0.0,0.0,0.0,13.63,22.47,13.76,0,1,0,0
Abre Campo - MG,2026-06-05,0.02,0.0,0.0,0.0,10.69,21.23,14.87,0,1,0,0
Abre Campo - MG,2026-06-06,0.0,0.0,0.0,0.0,10.56,21.81,9.13,0,1,0,0
Abre Campo - MG,2026-06-07,0.0,0.0,0.0,0.0,11.65,22.18,7.07,0,0,0,0
Abreu e Lima - PE,2026-05-29,0.62,0.4,1.01,1.79,24.38,28.38,19.83,2,2,2,2
Abreu e Lima - PE,2026-05-30,2.16,0.66,0.56,0.5,23.53,27.25,15.64,2,1,1,1
Abreu e Lima - PE,2026-05-31,0.5,0.0,0.17,0.33,23.38,28.55,16.85,1,0,0,1
Abreu e Lima - PE,2026-06-01,0.17,0.0,0.13,0.44,23.1,28.73,17.77,1,0,0,0
Abreu e Lima - PE,2026-06-02,1.5,1.47,2.43,2.69,23.7,27.92,18.79,2,1,1,2
Abreu e Lima - PE,2026-06-03,4.92,3.13,2.59,2.62,23.57,27.06,13.68,2,2,2,2
Abreu e Lima - PE,2026-06-04,3.88,1.35,0.7,0.87,23.63,26.66,20.81,2,2,1,1
Abreu e Lima - PE,2026-06-05,1.34,0.51,0.69,0.71,22.85,26.95,21.52,1,1,1,1
Abreu e Lima - PE,2026-06-06,1.2,0.43,0.53,0.6,22.69,26.37,24.09,2,1,1,1
Abreu e Lima - PE,2026-06-07,0.76,0.12,0.14,0.09,22.62,26.46,22.64,2,2,1,1
Abreulândia - TO,2026-05-29,0.0,0.0,0.0,0.0,24.45,35.63,15.13,0,0,1,0
Abreulândia - TO,2026-05-30,0.0,0.0,0.0,0.0,23.6,35.44,8.44,0,2,0,0
Abreulândia - TO,2026-05-31,0.0,0.0,0.05,0.0,23.98,34.74,6.93,0,2,1,0
Abreulândia - TO,2026-06-01,0.01,0.0,0.0,0.0,23.82,34.58,6.59,0,0,0,0
Abreulândia - TO,2026-06-02,0.02,0.0,0.0,0.11,23.6,34.45,7.79,0,1,0,0
Abreulândia - TO,2026-06-03,0.19,0.1,0.06,0.03,24.01,33.09,11.19,1,1,0,1
Abreulândia - TO,2026-06-04,0.01,0.0,0.0,0.0,23.66,34.19,13.32,0,1,0,0
Abreulândia - TO,2026-06-05,0.0,0.0,0.0,0.0,21.63,33.57,13.44,0,1,0,0
Abreulândia - TO,2026-06-06,0.0,0.0,0.01,0.0,20.75,32.72,12.47,0,0,0,0
Abreulândia - TO,2026-06-07,0.0,0.0,0.0,0.0,21.34,33.09,9.62,0,1,0,0
Acaiaca - MG,2026-05-29,0.22,0.0,0.0,0.08,14.85,22.82,8.74,3,3,1,2
Acaiaca - MG,2026-05-30,0.35,0.13,0.03,0.0,14.38,21.85,4.29,3,2,0,0
Acaiaca - MG,2026-05-31,0.38,0.08,0.02,0.0,14.92,25.64,3.8,0,1,0,0
Acaiaca - MG,2026-06-01,0.8,1.2,0.87,0.39,14.82,25.39,5.65,1,1,0,2
Acaiaca - MG,2026-06-02,0.63,0.19,0.12,0.07,14.48,23.04,6.9,3,1,1,1
Acaiaca - MG,2026-06-03,0.3,0.0,0.0,0.03,13.2,22.72,8.59,2,1,0,1
Acaiaca - MG,2026-06-04,0.28,0.02,0.11,0.07,12.88,21.22,10.18,2,2,1,2
Acaiaca - MG,2026-06-05,0.2,0.0,0.0,0.0,9.76,19.82,12.87,2,2,0,0
Acaiaca - MG,2026-06-06,0.02,0.0,0.0,0.0,9.13,20.22,7.94,0,2,0,0
Acaiaca - MG,2026-06-07,0.0,0.01,0.0,0.0,9.94,21.87,6.29,0,0,0,0
Açailândia - MA,2026-05-29,0.57,0.49,0.09,0.0,23.7,31.82,12.8,0,2,2,2
Açailândia - MA,2026-05-30,0.28,0.18,0.02,0.0,23.28,32.0,12.12,0,1,1,1
Açailândia - MA,2026-05-31,0.41,0.26,0.45,0.22,23.35,31.67,9.59,1,1,0,1
Açailândia - MA,2026-06-01,1.2,1.19,1.33,0.69,23.04,30.55,5.76,1,1,1,1
Açailândia - MA,2026-06-02,1.65,0.97,0.83,0.34,23.1,29.67,7.25,2,1,2,1
Açailândia - MA,2026-06-03,1.16,0.96,0.38,0.2,22.98,30.5,10.2,2,1,0,0
Açailândia - MA,2026-06-04,0.77,0.23,0.01,0.0,22.73,31.47,12.34,0,1,0,0
Açailândia - MA,2026-06-05,0.1,0.0,0.0,0.0,22.44,31.85,11.32,0,0,0,0
Açailândia - MA,2026-06-06,0.05,0.0,0.0,0.0,22.41,31.78,9.78,0,2,0,1
Açailândia - MA,2026-06-07,0.2,0.0,0.02,0.0,22.62,31.43,9.03,1,2,0,1
Acajutiba - BA,2026-05-29,0.36,0.0,0.02,0.31,21.26,29.41,15.02,1,0,0,1
Acajutiba - BA,2026-05-30,1.2,1.03,1.23,0.74,21.35,27.82,15.61,2,1,2,2
Acajutiba - BA,2026-05-31,0.79,0.3,0.51,0.43,21.63,28.05,11.93,2,1,0,1
Acajutiba - BA,2026-06-01,1.44,0.63,0.44,0.57,21.73,27.42,11.75,1,1,1,2
Acajutiba - BA,2026-06-02,1.23,0.45,0.3,0.41,21.45,27.85,14.21,2,1,1,1
Acajutiba - BA,2026-06-03,1.54,1.15,1.49,1.66,21.76,26.97,15.97,1,1,2,2
Acajutiba - BA,2026-06-04,2.3,0.72,0.6,0.78,21.38,26.09,18.6,2,2,1,2
Acajutiba - BA,2026-06-05,1.6,0.59,0.35,0.38,20.16,25.38,20.25,2,1,1,1
Acajutiba - BA,2026-06-06,0.88,0.2,0.1,0.12,18.84,25.5,19.37,1,1,0,0
Acajutiba - BA,2026-06-07,0.59,0.02,0.03,0.05,18.69,26.52,14.72,1,1,0,0
Acará - PA,2026-05-29,6.07,8.02,3.59,1.23,23.95,28.57,6.97,0,2,2,1
Acará - PA,2026-05-30,3.17,7.25,7.31,2.37,23.75,29.69,8.04,2,1,2,2
Acará - PA,2026-05-31,2.35,4.3,3.66,2.3,23.73,30.3,8.57,2,1,1,1
Acará - PA,2026-06-01,4.77,5.69,5.98,2.6,23.32,29.73,5.51,2,1,1,2
Acará - PA,2026-06-02,2.96,4.73,3.79,1.27,23.42,29.76,5.48,2,1,2,2
Acará - PA,2026-06-03,1.42,2.74,2.58,0.37,23.51,31.03,8.94,2,1,1,0
Acará - PA,2026-06-04,1.67,4.34,6.98,1.49,23.41,31.0,8.38,1,1,1,1
Acará - PA,2026-06-05,2.38,2.91,1.91,0.29,23.48,30.01,6.63,1,1,1,1
Acará - PA,2026-06-06,1.55,2.8,2.95,1.05,23.66,30.4,6.94,1,1,1,2
Acará - PA,2026-06-07,2.45,4.91,4.38,0.59,23.69,29.77,6.97,2,1,2,1
Acarape - CE,2026-05-29,0.34,0.32,2.45,2.71,23.7,29.41,12.71,0,2,2,2
Acarape - CE,2026-05-30,3.6,1.12,1.88,1.0,23.03,27.16,10.11,3,3,3,2
Acarape - CE,2026-05-31,0.59,0.0,0.09,0.6,22.79,29.83,11.81,1,1,0,1
Acarape - CE,2026-06-01,0.87,0.02,0.03,0.45,22.6,29.95,11.85,1,0,0,0
Acarape - CE,2026-06-02,0.91,0.23,0.42,1.05,23.01,29.63,9.61,0,0,0,1
Acarape - CE,2026-06-03,2.21,0.69,0.59,1.16,22.92,28.69,9.73,1,1,0,1
Acarape - CE,2026-06-04,0.95,0.39,1.38,0.64,23.04,30.16,13.62,1,1,1,1
Acarape - CE,2026-06-05,0.3,0.0,0.77,0.73,22.98,30.13,17.0,1,2,1,1
Acarape - CE,2026-06-06,0.21,0.0,0.55,0.49,22.91,29.84,16.59,1,2,1,1
Acarape - CE,2026-06-07,0.09,0.0,0.08,0.14,22.5,29.84,17.2,1,2,1,0
Acaraú - CE,2026-05-29,0.75,0.41,2.2,3.53,25.2,30.22,17.89,0,1,2,2
Acaraú - CE,2026-05-30,2.61,0.71,2.09,3.36,24.88,28.53,17.15,2,3,2,2
Acaraú - CE,2026-05-31,1.34,0.14,0.15,0.25,24.82,29.49,14.55,2,1,1,0
Acaraú - CE,2026-06-01,1.6,0.84,0.43,0.32,24.63,29.58,15.1,0,1,0,0
Acaraú - CE,2026-06-02,1.38,0.53,0.41,0.45,24.95,29.35,14.97,0,0,0,0
Acaraú - CE,2026-06-03,1.23,0.13,0.15,0.45,24.57,29.56,16.21,0,0,0,0
Acaraú - CE,2026-06-04,1.75,1.32,0.71,0.87,24.88,29.56,14.11,0,1,0,0
Acaraú - CE,2026-06-05,0.89,0.12,0.3,0.75,24.79,30.45,14.25,0,1,0,0
Acaraú - CE,2026-06-06,1.01,0.26,0.27,0.58,25.03,29.72,14.01,1,2,1,1
Acaraú - CE,2026-06-07,0.36,0.0,0.0,0.0,24.62,30.24,15.73,1,2,0,0
Acari - RN,2026-05-29,0.0,0.15,0.29,0.29,23.07,30.66,20.22,0,2,2,1
Acari - RN,2026-05-30,0.89,0.66,0.16,0.05,22.44,29.94,21.69,2,1,1,1
Acari - RN,2026-05-31,0.0,0.0,0.06,0.02,21.6,32.33,18.32,1,1,0,0
Acari - RN,2026-06-01,0.0,0.0,0.07,0.03,21.73,32.7,16.77,0,1,0,0
Acari - RN,2026-06-02,0.0,0.0,0.44,0.11,23.2,33.1,11.54,0,2,1,0
Acari - RN,2026-06-03,0.56,2.58,0.84,0.14,23.07,31.97,12.95,0,2,1,0
Acari - RN,2026-06-04,0.45,0.58,0.09,0.04,22.45,31.25,23.62,2,1,1,0
Acari - RN,2026-06-05,0.02,0.04,0.08,0.02,22.07,30.88,25.15,2,2,1,0
Acari - RN,2026-06-06,0.0,0.02,0.1,0.02,21.41,30.81,24.89,1,2,1,0
Acari - RN,2026-06-07,0.0,0.0,0.06,0.0,20.75,30.68,25.07,0,3,0,0
Acauã - PI,2026-05-29,0.0,0.0,0.0,0.0,23.17,32.25,25.59,1,0,0,0
Acauã - PI,2026-05-30,0.0,0.0,0.0,0.0,22.53,33.03,26.25,0,0,0,0
Acauã - PI,2026-05-31,0.0,0.0,0.0,0.0,22.85,32.55,26.88,0,0,0,0
Acauã - PI,2026-06-01,0.0,0.0,0.0,0.0,23.01,32.33,22.74,0,1,0,0
Acauã - PI,2026-06-02,0.0,0.0,0.0,0.0,23.26,31.88,23.15,1,1,0,0
Acauã - PI,2026-06-03,0.0,0.0,0.0,0.01,22.76,32.25,25.04,0,1,0,0
Acauã - PI,2026-06-04,0.02,0.0,0.02,0.01,21.91,30.06,32.14,2,2,1,0
Acauã - PI,2026-06-05,0.01,0.0,0.0,0.0,21.01,29.2,31.64,3,3,0,0
Acauã - PI,2026-06-06,0.0,0.0,0.0,0.0,20.66,29.75,31.17,1,2,0,0
Acauã - PI,2026-06-07,0.0,0.0,0.0,0.0,21.0,30.37,30.47,0,2,0,0
Aceguá - RS,2026-05-29,0.19,0.61,0.36,0.08,11.79,16.32,13.01,3,3,3,3
Aceguá - RS,2026-05-30,0.25,0.0,0.01,0.11,12.97,18.57,7.2,2,3,3,3
Aceguá - RS,2026-05-31,0.32,0.0,0.0,0.04,11.38,17.33,6.38,3,3,3,2
Aceguá - RS,2026-06-01,0.12,0.0,0.0,0.0,9.88,15.39,8.38,3,3,3,1
Aceguá - RS,2026-06-02,0.03,0.0,0.0,0.0,10.79,17.17,13.37,2,3,2,0
Aceguá - RS,2026-06-03,0.0,0.0,0.0,0.0,12.04,20.72,17.2,0,1,0,0
Aceguá - RS,2026-06-04,0.0,0.0,0.0,0.0,12.1,21.66,16.83,0,0,0,0
Aceguá - RS,2026-06-05,0.0,0.0,0.0,0.0,10.91,22.45,11.85,0,0,0,0
Aceguá - RS,2026-06-06,0.0,0.0,0.0,0.1,11.91,21.28,6.17,1,0,0,2
Aceguá - RS,2026-06-07,0.45,0.39,1.31,1.86,12.66,19.06,6.33,3,2,2,3
Acopiara - CE,2026-05-29,0.0,0.0,0.0,0.0,23.07,30.25,15.98,0,1,1,0
Acopiara - CE,2026-05-30,0.21,0.36,1.27,1.11,22.63,29.66,17.39,0,2,1,2
Acopiara - CE,2026-05-31,0.36,0.01,0.05,0.42,22.63,29.96,14.37,1,1,0,1
Acopiara - CE,2026-06-01,0.2,0.0,0.0,0.05,22.1,30.61,12.33,1,0,0,0
Acopiara - CE,2026-06-02,0.15,0.0,0.08,1.1,22.51,30.57,9.69,0,0,0,0
Acopiara - CE,2026-06-03,0.61,0.14,0.37,0.2,22.92,30.03,11.07,2,1,0,1
Acopiara - CE,2026-06-04,0.07,0.0,0.04,0.02,22.85,30.66,22.42,1,1,0,0
Acopiara - CE,2026-06-05,0.07,0.0,0.0,0.0,22.54,29.6,25.46,2,2,1,0
Acopiara - CE,2026-06-06,0.01,0.0,0.0,0.0,22.03,29.65,24.76,1,2,1,1
Acopiara - CE,2026-06-07,0.0,0.0,0.0,0.0,21.62,30.21,23.9,0,2,1,0
Acorizal - MT,2026-05-29,0.0,0.0,0.0,0.0,22.82,32.57,4.11,0,0,0,0
Acorizal - MT,2026-05-30,0.0,0.0,0.0,0.0,22.03,33.0,9.21,0,1,0,0
Acorizal - MT,2026-05-31,0.0,0.0,0.0,0.0,22.04,32.27,7.03,0,1,0,0
Acorizal - MT,2026-06-01,0.0,0.0,0.0,0.0,21.91,32.45,6.39,0,1,0,0
Acorizal - MT,2026-06-02,0.0,0.0,0.0,0.0,21.7,32.54,8.49,0,0,0,0
Acorizal - MT,2026-06-03,0.0,0.0,0.0,0.0,20.63,33.06,7.86,0,0,0,0
Acorizal - MT,2026-06-04,0.0,0.0,0.0,0.0,20.85,33.44,8.01,0,0,0,0
Acorizal - MT,2026-06-05,0.0,0.0,0.0,0.0,19.94,32.98,9.46,0,0,0,0
Acorizal - MT,2026-06-06,0.0,0.0,0.0,0.0,18.59,31.59,7.52,0,0,0,0
Acorizal - MT,2026-06-07,0.0,0.0,0.0,0.0,18.12,30.77,6.05,0,0,0,0
Acrelândia - AC,2026-05-29,0.08,0.04,0.0,0.0,23.35,31.69,7.68,3,1,0,0
Acrelândia - AC,2026-05-30,0.5,0.36,0.0,0.0,23.0,31.66,10.02,0,1,0,0
Acrelândia - AC,2026-05-31,0.48,0.28,0.0,0.0,22.85,31.8,7.75,0,1,0,0
Acrelândia - AC,2026-06-01,0.38,0.16,0.0,0.0,22.76,32.42,5.94,0,0,0,0
