cidade,dt,r1,r2,r3,r4,tmin,tmax,wmx,c1,c2,c3,c4
São Tomé - PR,2026-06-07,0.0,0.01,0.0,0.0,10.87,23.4,6.75,0,0,0,0
São Tomé - RN,2026-05-29,0.53,0.56,1.18,5.57,23.1,28.91,20.2,0,2,2,2
São Tomé - RN,2026-05-30,1.16,0.41,0.12,0.05,22.07,28.25,18.73,2,2,0,1
São Tomé - RN,2026-05-31,0.06,0.02,0.05,0.0,21.29,30.86,19.82,1,0,0,0
São Tomé - RN,2026-06-01,0.0,0.0,0.06,0.03,21.29,31.48,18.47,0,0,0,0
São Tomé - RN,2026-06-02,0.25,0.7,0.42,0.34,22.63,30.85,12.89,0,1,1,1
São Tomé - RN,2026-06-03,1.63,2.39,0.32,0.17,22.57,29.41,14.39,1,1,1,0
São Tomé - RN,2026-06-04,1.02,0.93,0.13,0.06,22.32,29.5,22.28,2,1,0,0
São Tomé - RN,2026-06-05,0.31,0.33,0.13,0.08,21.98,29.88,24.7,2,1,0,0
São Tomé - RN,2026-06-06,0.15,0.23,0.19,0.05,21.53,30.03,23.39,0,2,0,0
São Tomé - RN,2026-06-07,0.05,0.17,0.12,0.0,20.9,29.4,25.55,0,2,0,0
São Valentim - RS,2026-05-29,0.02,4.8,6.96,1.46,14.26,20.1,5.56,0,2,3,3
São Valentim - RS,2026-05-30,0.3,0.02,0.0,0.0,13.1,19.66,4.56,2,2,1,2
São Valentim - RS,2026-05-31,0.33,0.0,0.0,0.0,11.51,19.24,7.03,3,2,0,2
São Valentim - RS,2026-06-01,0.0,0.0,0.0,0.0,9.79,18.42,8.27,3,2,0,0
São Valentim - RS,2026-06-02,0.0,0.0,0.0,0.0,10.38,18.73,9.7,2,0,0,0
São Valentim - RS,2026-06-03,0.0,0.0,0.0,0.0,10.6,19.38,12.95,0,0,0,0
São Valentim - RS,2026-06-04,0.0,0.0,0.0,0.0,10.57,20.5,13.62,0,0,0,0
São Valentim - RS,2026-06-05,0.0,0.0,0.0,0.0,8.69,19.66,12.11,0,0,0,0
São Valentim - RS,2026-06-06,0.0,0.0,0.0,0.0,8.44,19.03,6.44,0,0,0,0
São Valentim - RS,2026-06-07,0.0,0.01,0.0,0.0,9.4,19.24,5.17,1,0,0,0
São Valentim do Sul - RS,2026-05-29,0.0,2.36,10.13,1.26,11.6,17.72,5.18,3,2,3,3
São Valentim do Sul - RS,2026-05-30,0.26,0.0,0.0,0.05,12.25,19.38,4.03,2,2,1,3
São Valentim do Sul - RS,2026-05-31,0.48,0.04,0.06,0.27,12.54,18.64,4.88,3,2,2,3
São Valentim do Sul - RS,2026-06-01,0.36,0.0,0.03,0.01,10.76,17.01,6.07,3,3,2,3
São Valentim do Sul - RS,2026-06-02,0.03,0.0,0.0,0.0,9.6,17.51,6.42,3,2,0,1
São Valentim do Sul - RS,2026-06-03,0.0,0.0,0.0,0.0,10.45,20.34,8.07,1,0,0,0
São Valentim do Sul - RS,2026-06-04,0.0,0.0,0.0,0.0,10.54,20.87,9.55,0,0,0,0
São Valentim do Sul - RS,2026-06-05,0.0,0.0,0.0,0.0,9.13,20.41,9.31,0,0,0,0
São Valentim do Sul - RS,2026-06-06,0.0,0.0,0.0,0.0,8.47,20.15,9.16,0,0,0,0
São Valentim do Sul - RS,2026-06-07,0.0,0.0,0.0,0.0,8.75,20.06,5.81,0,0,0,0
São Valério - TO,2026-05-29,0.0,0.0,0.0,0.0,21.2,32.72,21.58,0,0,0,0
São Valério - TO,2026-05-30,0.0,0.0,0.0,0.0,22.03,32.1,12.1,0,0,0,0
São Valério - TO,2026-05-31,0.0,0.0,0.0,0.0,21.48,32.17,15.61,0,0,0,0
São Valério - TO,2026-06-01,0.0,0.0,0.0,0.0,21.48,32.67,8.2,0,0,0,0
São Valério - TO,2026-06-02,0.0,0.0,0.0,0.0,21.7,33.1,9.09,0,0,0,0
São Valério - TO,2026-06-03,0.0,0.0,0.0,0.0,22.29,32.59,13.98,0,0,0,0
São Valério - TO,2026-06-04,0.0,0.0,0.0,0.0,21.66,32.5,18.55,0,0,0,0
São Valério - TO,2026-06-05,0.0,0.0,0.0,0.0,19.69,31.07,19.07,0,0,0,0
São Valério - TO,2026-06-06,0.0,0.0,0.0,0.0,18.53,30.06,17.4,0,0,0,0
São Valério - TO,2026-06-07,0.0,0.0,0.0,0.0,18.59,30.46,15.67,0,0,0,0
São Valério do Sul - RS,2026-05-29,1.7,7.94,1.02,0.15,15.13,19.69,12.59,0,3,3,1
São Valério do Sul - RS,2026-05-30,0.3,0.01,0.0,0.12,14.63,20.75,5.55,3,2,1,2
São Valério do Sul - RS,2026-05-31,0.46,0.0,0.0,0.0,12.6,19.74,5.91,3,2,1,2
São Valério do Sul - RS,2026-06-01,0.03,0.0,0.0,0.0,11.54,19.48,11.67,3,2,0,0
São Valério do Sul - RS,2026-06-02,0.0,0.0,0.0,0.0,12.73,20.76,12.27,0,0,0,0
São Valério do Sul - RS,2026-06-03,0.0,0.0,0.0,0.0,12.95,22.31,14.1,0,0,0,0
São Valério do Sul - RS,2026-06-04,0.0,0.0,0.0,0.0,13.63,22.78,15.03,0,0,0,0
São Valério do Sul - RS,2026-06-05,0.0,0.0,0.0,0.0,12.26,22.32,13.86,0,0,0,0
São Valério do Sul - RS,2026-06-06,0.0,0.0,0.0,0.0,11.06,21.44,11.76,0,0,0,0
São Valério do Sul - RS,2026-06-07,0.0,0.0,0.0,0.0,11.47,21.21,9.32,0,0,0,0
São Vendelino - RS,2026-05-29,0.03,0.89,9.36,1.64,12.69,18.13,7.3,0,2,3,3
São Vendelino - RS,2026-05-30,0.3,0.0,0.0,0.05,12.22,18.53,4.7,1,2,1,3
São Vendelino - RS,2026-05-31,0.55,0.0,0.05,0.34,12.6,17.67,5.58,3,3,2,3
São Vendelino - RS,2026-06-01,0.44,0.03,0.0,0.0,10.38,16.11,5.86,3,3,3,3
São Vendelino - RS,2026-06-02,0.02,0.0,0.0,0.0,9.76,17.04,6.8,2,2,0,1
São Vendelino - RS,2026-06-03,0.0,0.0,0.0,0.0,10.51,19.69,10.05,1,1,0,0
São Vendelino - RS,2026-06-04,0.0,0.0,0.0,0.0,10.35,20.22,11.3,0,0,0,0
São Vendelino - RS,2026-06-05,0.0,0.0,0.0,0.0,9.41,20.04,11.11,0,0,0,0
São Vendelino - RS,2026-06-06,0.0,0.0,0.01,0.0,9.03,19.87,10.63,0,0,0,0
São Vendelino - RS,2026-06-07,0.0,0.0,0.0,0.0,9.06,19.59,6.05,0,0,0,0
São Vicente - SP,2026-05-29,1.56,0.4,0.27,0.3,18.26,20.6,9.57,3,3,3,2
São Vicente - SP,2026-05-30,0.59,0.25,0.13,0.18,17.82,22.22,6.83,2,1,1,2
São Vicente - SP,2026-05-31,0.27,0.0,0.0,0.0,15.92,21.8,10.76,2,2,1,1
São Vicente - SP,2026-06-01,0.3,0.31,0.68,1.68,17.29,21.39,11.45,1,2,1,2
São Vicente - SP,2026-06-02,2.02,1.73,1.38,1.18,17.7,20.35,9.92,2,2,2,2
São Vicente - SP,2026-06-03,1.82,2.27,2.87,2.85,17.95,20.47,8.46,2,2,2,3
São Vicente - SP,2026-06-04,2.0,1.3,0.91,0.91,16.2,20.09,11.72,2,2,1,1
São Vicente - SP,2026-06-05,0.91,0.44,0.16,0.01,14.63,19.7,9.74,1,1,1,1
São Vicente - SP,2026-06-06,0.13,0.0,0.0,0.0,13.78,20.31,7.6,1,2,1,0
São Vicente - SP,2026-06-07,0.0,0.0,0.0,0.0,13.81,21.34,7.77,0,0,0,0
São Vicente - RN,2026-05-29,0.13,0.25,0.51,0.89,22.95,30.19,18.84,0,2,2,1
São Vicente - RN,2026-05-30,1.23,0.68,0.21,0.08,22.07,29.25,19.8,2,2,1,0
São Vicente - RN,2026-05-31,0.0,0.01,0.09,0.04,21.35,31.86,17.48,0,1,0,0
São Vicente - RN,2026-06-01,0.0,0.0,0.09,0.05,21.51,32.23,15.75,0,1,0,0
São Vicente - RN,2026-06-02,0.0,0.05,0.54,0.23,22.92,32.45,10.6,0,2,1,0
São Vicente - RN,2026-06-03,0.92,2.77,1.05,0.27,22.73,31.13,11.94,0,2,1,0
São Vicente - RN,2026-06-04,0.66,0.87,0.2,0.09,22.2,30.81,21.92,2,1,1,0
São Vicente - RN,2026-06-05,0.11,0.08,0.17,0.04,21.88,30.51,23.82,2,2,1,0
São Vicente - RN,2026-06-06,0.03,0.02,0.19,0.02,21.25,30.53,23.23,1,2,1,0
São Vicente - RN,2026-06-07,0.0,0.0,0.11,0.02,20.53,30.37,23.45,0,3,0,0
São Vicente de Minas - MG,2026-05-29,0.0,0.0,0.0,0.11,13.04,20.94,12.41,3,2,1,2
São Vicente de Minas - MG,2026-05-30,0.7,1.38,0.17,0.0,13.25,20.5,8.29,3,2,0,2
São Vicente de Minas - MG,2026-05-31,0.22,0.0,0.0,0.0,12.42,22.3,9.35,2,0,0,2
São Vicente de Minas - MG,2026-06-01,0.06,0.0,0.0,0.0,12.38,22.55,10.48,2,0,1,2
São Vicente de Minas - MG,2026-06-02,0.05,0.0,0.0,0.0,11.73,21.23,12.28,0,0,1,2
São Vicente de Minas - MG,2026-06-03,0.18,0.0,0.0,0.01,12.29,20.53,11.08,1,1,1,2
São Vicente de Minas - MG,2026-06-04,0.55,0.01,0.0,0.0,10.48,18.0,12.47,2,2,2,2
São Vicente de Minas - MG,2026-06-05,0.26,0.0,0.0,0.0,7.54,16.7,13.99,2,2,1,1
São Vicente de Minas - MG,2026-06-06,0.0,0.0,0.0,0.0,6.75,17.56,9.49,1,1,0,0
São Vicente de Minas - MG,2026-06-07,0.0,0.0,0.0,0.0,7.9,19.09,6.65,0,0,0,0
São Vicente do Seridó - PB,2026-05-29,0.06,0.13,0.14,0.2,21.6,28.54,26.07,1,2,2,1
São Vicente do Seridó - PB,2026-05-30,0.89,0.49,0.0,0.01,21.35,28.16,24.31,2,1,1,2
São Vicente do Seridó - PB,2026-05-31,0.0,0.0,0.0,0.0,20.38,30.39,20.6,1,1,0,1
São Vicente do Seridó - PB,2026-06-01,0.0,0.0,0.01,0.0,20.35,30.8,19.48,0,1,0,0
São Vicente do Seridó - PB,2026-06-02,0.0,0.0,0.13,0.02,21.76,31.26,14.59,0,1,0,0
São Vicente do Seridó - PB,2026-06-03,0.82,2.66,0.39,0.1,21.76,29.88,16.37,1,1,1,2
São Vicente do Seridó - PB,2026-06-04,0.66,0.48,0.0,0.02,21.1,28.87,26.53,3,1,0,1
São Vicente do Seridó - PB,2026-06-05,0.12,0.03,0.0,0.0,20.54,28.63,27.97,2,2,0,0
São Vicente do Seridó - PB,2026-06-06,0.04,0.02,0.0,0.0,19.84,28.47,28.21,2,2,0,0
São Vicente do Seridó - PB,2026-06-07,0.01,0.0,0.0,0.0,19.22,28.09,28.65,1,3,0,0
São Vicente do Sul - RS,2026-05-29,5.35,5.92,0.41,0.18,13.42,15.22,16.94,3,3,2,2
São Vicente do Sul - RS,2026-05-30,0.28,0.07,0.1,0.23,13.95,18.57,5.02,3,3,3,3
São Vicente do Sul - RS,2026-05-31,0.35,0.0,0.0,0.01,11.42,18.74,4.68,3,3,2,2
São Vicente do Sul - RS,2026-06-01,0.11,0.0,0.0,0.0,11.48,17.42,11.58,3,3,1,1
São Vicente do Sul - RS,2026-06-02,0.0,0.0,0.0,0.0,11.89,17.54,16.48,2,1,0,1
São Vicente do Sul - RS,2026-06-03,0.0,0.0,0.0,0.0,12.76,21.75,16.16,1,0,0,0
São Vicente do Sul - RS,2026-06-04,0.0,0.0,0.0,0.0,13.2,22.72,16.27,0,0,0,0
São Vicente do Sul - RS,2026-06-05,0.0,0.0,0.0,0.0,11.57,23.57,11.32,0,0,0,0
São Vicente do Sul - RS,2026-06-06,0.0,0.0,0.0,0.0,12.06,23.25,6.04,0,0,0,0
São Vicente do Sul - RS,2026-06-07,0.0,0.05,0.61,0.17,12.88,22.02,5.22,2,0,0,2
São Vicente Ferrer - PE,2026-05-29,0.64,0.19,0.41,1.0,22.57,27.94,21.46,2,2,2,2
São Vicente Ferrer - PE,2026-05-30,2.09,0.59,0.21,0.27,21.91,26.72,13.72,2,1,2,2
São Vicente Ferrer - PE,2026-05-31,0.45,0.0,0.0,0.16,21.1,29.21,13.71,2,0,0,2
São Vicente Ferrer - PE,2026-06-01,0.12,0.0,0.0,0.0,20.69,29.86,12.62,1,0,0,0
São Vicente Ferrer - PE,2026-06-02,0.78,0.67,0.29,0.52,22.23,28.92,11.89,0,1,1,1
São Vicente Ferrer - PE,2026-06-03,3.68,2.3,0.43,0.62,22.38,27.22,11.16,2,2,2,3
São Vicente Ferrer - PE,2026-06-04,2.13,0.68,0.09,0.35,21.91,26.78,16.83,2,2,1,2
São Vicente Ferrer - PE,2026-06-05,0.98,0.22,0.01,0.04,21.26,27.16,17.83,2,1,0,1
São Vicente Ferrer - PE,2026-06-06,0.7,0.18,0.0,0.02,20.69,26.94,18.87,2,2,0,0
São Vicente Ferrer - PE,2026-06-07,0.54,0.09,0.0,0.02,19.97,26.34,19.57,2,2,0,0
São Vicente Ferrer - MA,2026-05-29,2.01,2.74,3.46,0.45,25.79,31.07,12.15,0,1,2,2
São Vicente Ferrer - MA,2026-05-30,2.96,5.84,4.43,1.3,25.28,30.07,10.73,1,1,2,3
São Vicente Ferrer - MA,2026-05-31,4.4,4.41,4.38,2.44,25.13,29.67,11.41,1,1,2,2
São Vicente Ferrer - MA,2026-06-01,5.32,4.72,2.18,0.95,24.91,29.39,7.96,1,1,1,2
São Vicente Ferrer - MA,2026-06-02,4.23,3.31,1.78,0.8,24.98,29.35,9.05,1,1,1,0
São Vicente Ferrer - MA,2026-06-03,2.66,2.41,1.36,0.48,24.98,30.16,11.88,1,1,0,0
São Vicente Ferrer - MA,2026-06-04,2.83,3.86,1.12,0.81,24.82,30.09,9.46,1,1,1,1
São Vicente Ferrer - MA,2026-06-05,1.84,1.55,0.15,0.33,24.79,30.13,8.49,1,1,1,0
São Vicente Ferrer - MA,2026-06-06,2.09,3.08,1.08,0.6,24.97,29.72,7.74,1,1,1,2
São Vicente Ferrer - MA,2026-06-07,4.66,3.88,0.47,0.0,24.72,28.56,7.13,1,2,1,1
Sapé - PB,2026-05-29,0.92,0.8,2.6,3.39,23.48,28.1,20.76,2,3,3,3
Sapé - PB,2026-05-30,1.57,0.33,0.2,0.16,22.82,27.85,14.67,2,1,1,1
Sapé - PB,2026-05-31,0.38,0.0,0.0,0.0,22.07,29.71,14.66,1,0,0,1
Sapé - PB,2026-06-01,0.07,0.0,0.0,0.09,21.91,30.55,13.78,1,0,0,0
Sapé - PB,2026-06-02,1.58,1.55,0.86,0.8,23.07,28.85,11.91,0,1,1,1
Sapé - PB,2026-06-03,4.01,2.34,0.43,0.54,23.13,27.91,10.65,2,1,1,2
Sapé - PB,2026-06-04,2.33,1.02,0.24,0.23,22.82,27.62,17.07,2,2,1,1
Sapé - PB,2026-06-05,0.87,0.2,0.0,0.0,22.26,28.16,18.68,2,1,0,0
Sapé - PB,2026-06-06,0.61,0.14,0.0,0.0,21.88,28.06,20.05,2,2,0,0
Sapé - PB,2026-06-07,0.48,0.03,0.0,0.0,21.31,27.52,21.04,2,2,0,0
Sapeaçu - BA,2026-05-29,1.45,0.97,3.64,4.95,21.6,27.07,16.3,1,2,3,3
Sapeaçu - BA,2026-05-30,5.96,2.87,1.15,0.52,20.57,23.5,15.1,3,3,2,2
Sapeaçu - BA,2026-05-31,0.83,0.21,0.25,0.46,20.7,25.89,11.01,3,2,0,1
Sapeaçu - BA,2026-06-01,1.7,0.6,0.52,1.19,21.38,26.14,12.11,2,1,1,3
Sapeaçu - BA,2026-06-02,2.73,1.4,1.15,1.29,21.04,25.32,13.45,3,2,2,3
Sapeaçu - BA,2026-06-03,3.07,1.38,0.87,0.66,20.63,24.5,15.45,2,2,2,2
Sapeaçu - BA,2026-06-04,0.97,0.38,0.21,0.09,19.54,25.37,18.69,2,1,0,1
Sapeaçu - BA,2026-06-05,0.63,0.18,0.07,0.0,17.94,24.73,19.25,2,1,0,0
Sapeaçu - BA,2026-06-06,0.07,0.0,0.01,0.0,17.0,25.03,15.51,0,1,0,0
Sapeaçu - BA,2026-06-07,0.38,0.02,0.05,0.06,17.69,24.99,13.01,0,1,0,1
Sapezal - MT,2026-05-29,0.0,0.0,0.0,0.0,20.79,30.07,10.07,0,0,0,0
Sapezal - MT,2026-05-30,0.0,0.0,0.0,0.0,20.78,31.28,8.33,0,1,0,0
Sapezal - MT,2026-05-31,0.11,0.0,0.0,0.0,20.42,30.46,9.17,0,1,0,0
Sapezal - MT,2026-06-01,0.03,0.0,0.0,0.0,20.35,30.64,7.89,0,1,0,0
Sapezal - MT,2026-06-02,0.0,0.0,0.0,0.0,20.38,31.04,8.68,0,0,0,0
Sapezal - MT,2026-06-03,0.0,0.0,0.0,0.0,19.67,31.0,11.43,0,0,0,0
Sapezal - MT,2026-06-04,0.0,0.0,0.0,0.0,19.85,31.16,10.79,0,0,0,0
Sapezal - MT,2026-06-05,0.0,0.0,0.0,0.0,19.82,31.1,9.66,0,1,0,0
Sapezal - MT,2026-06-06,0.0,0.0,0.0,0.0,18.13,30.28,9.32,0,0,0,0
Sapezal - MT,2026-06-07,0.0,0.0,0.0,0.0,17.94,29.37,7.34,0,0,0,0
Sapiranga - RS,2026-05-29,0.02,0.58,8.48,1.34,14.67,19.6,12.96,2,2,3,3
Sapiranga - RS,2026-05-30,0.21,0.0,0.0,0.09,13.07,20.28,4.32,2,2,1,3
Sapiranga - RS,2026-05-31,0.43,0.07,0.23,0.43,14.17,19.33,7.26,3,3,2,3
Sapiranga - RS,2026-06-01,0.56,0.12,0.0,0.0,11.91,17.23,7.69,3,3,3,2
Sapiranga - RS,2026-06-02,0.16,0.01,0.0,0.0,12.6,18.13,10.26,2,3,1,1
Sapiranga - RS,2026-06-03,0.0,0.0,0.0,0.0,12.04,20.56,13.4,1,1,0,0
Sapiranga - RS,2026-06-04,0.0,0.0,0.0,0.0,11.29,21.25,12.52,0,0,0,0
Sapiranga - RS,2026-06-05,0.0,0.0,0.0,0.0,9.76,21.13,6.08,0,0,0,0
Sapiranga - RS,2026-06-06,0.0,0.0,0.0,0.0,9.94,21.31,5.23,0,0,0,0
Sapiranga - RS,2026-06-07,0.0,0.01,0.0,0.05,9.97,20.59,5.28,1,0,0,2
Sapopema - PR,2026-05-29,0.0,0.0,0.01,0.18,12.29,20.91,7.69,0,0,0,1
Sapopema - PR,2026-05-30,0.17,0.0,0.0,0.0,12.69,21.35,8.19,1,1,0,1
Sapopema - PR,2026-05-31,0.04,0.0,0.0,0.0,12.07,22.27,5.88,2,1,0,0
Sapopema - PR,2026-06-01,0.12,0.0,0.0,0.0,11.29,22.08,6.34,1,0,0,0
Sapopema - PR,2026-06-02,0.0,0.0,0.0,0.0,10.29,20.13,7.19,2,1,0,0
Sapopema - PR,2026-06-03,0.0,0.0,0.0,0.0,11.95,20.13,10.89,0,0,0,1
Sapopema - PR,2026-06-04,0.06,0.0,0.0,0.0,10.88,20.75,12.73,1,1,0,1
Sapopema - PR,2026-06-05,0.0,0.0,0.0,0.0,8.26,18.91,11.57,1,0,0,0
Sapopema - PR,2026-06-06,0.0,0.0,0.01,0.0,7.47,18.56,8.09,0,0,0,0
Sapopema - PR,2026-06-07,0.0,0.01,0.0,0.0,8.5,19.84,4.19,0,0,0,0
Sapucaí-Mirim - MG,2026-05-29,0.43,0.14,0.0,0.13,11.92,19.07,2.81,1,2,2,2
Sapucaí-Mirim - MG,2026-05-30,1.55,1.1,0.0,0.0,11.32,18.75,6.7,3,1,0,2
Sapucaí-Mirim - MG,2026-05-31,0.29,0.0,0.0,0.0,10.48,19.17,5.31,2,1,0,2
Sapucaí-Mirim - MG,2026-06-01,0.28,0.07,0.0,0.0,9.51,18.45,4.75,2,1,1,3
Sapucaí-Mirim - MG,2026-06-02,0.28,0.16,0.11,0.07,10.54,17.76,6.89,2,1,3,3
Sapucaí-Mirim - MG,2026-06-03,0.52,0.13,0.09,0.21,10.48,17.75,6.66,2,2,2,3
Sapucaí-Mirim - MG,2026-06-04,1.12,0.37,0.22,0.18,8.7,15.59,9.74,3,2,2,3
Sapucaí-Mirim - MG,2026-06-05,0.53,0.05,0.0,0.0,6.32,14.23,11.23,2,2,1,2
Sapucaí-Mirim - MG,2026-06-06,0.03,0.0,0.0,0.0,7.03,16.12,3.92,1,1,0,0
Sapucaí-Mirim - MG,2026-06-07,0.0,0.0,0.0,0.0,7.15,17.68,5.65,0,0,0,0
Sapucaia - PA,2026-05-29,0.04,0.0,0.0,0.0,23.92,32.79,10.3,0,1,0,1
Sapucaia - PA,2026-05-30,0.05,0.0,0.0,0.0,23.44,32.5,10.29,0,1,0,0
Sapucaia - PA,2026-05-31,0.02,0.0,0.06,0.45,23.82,32.14,8.84,0,1,0,1
Sapucaia - PA,2026-06-01,0.52,0.12,0.29,0.67,23.51,31.89,6.33,1,0,0,0
Sapucaia - PA,2026-06-02,0.66,0.2,0.22,1.02,23.32,31.26,7.46,1,1,0,1
Sapucaia - PA,2026-06-03,1.7,1.28,0.78,0.42,23.2,29.88,8.64,1,1,1,1
Sapucaia - PA,2026-06-04,0.48,0.15,0.06,0.03,23.45,31.66,12.68,0,1,0,1
Sapucaia - PA,2026-06-05,0.06,0.0,0.0,0.0,22.6,32.2,11.9,0,1,0,0
Sapucaia - PA,2026-06-06,0.0,0.0,0.0,0.0,21.97,31.78,10.59,0,2,0,0
Sapucaia - PA,2026-06-07,0.0,0.0,0.0,0.0,22.31,32.09,7.85,0,2,0,0
Sapucaia - RJ,2026-05-29,0.02,0.0,0.12,0.16,15.54,22.63,3.6,1,2,1,3
Sapucaia - RJ,2026-05-30,0.15,0.2,0.43,0.09,15.72,21.1,7.32,3,3,0,1
Sapucaia - RJ,2026-05-31,0.32,0.0,0.34,0.28,16.26,24.61,5.35,1,0,0,3
Sapucaia - RJ,2026-06-01,0.51,0.2,0.35,0.0,15.16,24.26,6.18,3,0,1,1
Sapucaia - RJ,2026-06-02,0.12,0.0,0.0,0.09,14.82,23.76,6.65,1,0,0,2
Sapucaia - RJ,2026-06-03,1.08,0.94,0.41,0.34,15.04,21.91,2.12,2,2,2,2
Sapucaia - RJ,2026-06-04,1.54,0.55,0.04,0.03,12.7,19.53,5.49,2,2,1,1
Sapucaia - RJ,2026-06-05,0.52,0.01,0.0,0.0,10.6,19.63,11.13,1,1,0,1
Sapucaia - RJ,2026-06-06,0.22,0.0,0.0,0.0,11.38,20.44,3.92,1,2,1,0
Sapucaia - RJ,2026-06-07,0.0,0.0,0.0,0.0,11.37,21.59,6.27,0,0,0,0
Sapucaia do Sul - RS,2026-05-29,0.06,0.83,9.34,1.08,14.73,19.38,12.98,2,2,3,3
Sapucaia do Sul - RS,2026-05-30,0.12,0.0,0.0,0.12,13.69,20.38,4.1,2,2,1,3
Sapucaia do Sul - RS,2026-05-31,0.3,0.04,0.2,0.38,14.45,19.64,6.35,3,3,2,3
Sapucaia do Sul - RS,2026-06-01,0.49,0.07,0.0,0.0,12.51,17.76,7.64,3,3,2,2
Sapucaia do Sul - RS,2026-06-02,0.1,0.0,0.0,0.0,12.7,18.48,11.68,2,3,1,1
Sapucaia do Sul - RS,2026-06-03,0.0,0.0,0.0,0.0,12.01,21.13,13.67,1,1,0,0
Sapucaia do Sul - RS,2026-06-04,0.0,0.0,0.0,0.0,11.45,21.78,12.94,0,0,0,0
Sapucaia do Sul - RS,2026-06-05,0.0,0.0,0.0,0.0,10.51,21.32,6.44,0,0,0,0
Sapucaia do Sul - RS,2026-06-06,0.0,0.0,0.0,0.0,10.72,21.65,6.73,0,0,0,1
Sapucaia do Sul - RS,2026-06-07,0.0,0.0,0.0,0.06,10.87,21.02,5.31,1,0,0,2
Saquarema - RJ,2026-05-29,0.25,0.0,0.0,0.0,20.67,23.1,10.99,1,2,2,2
Saquarema - RJ,2026-05-30,0.0,0.1,0.34,0.36,20.44,23.44,18.88,1,1,0,0
Saquarema - RJ,2026-05-31,0.46,0.07,0.11,0.15,20.38,23.55,21.9,1,0,0,0
Saquarema - RJ,2026-06-01,0.38,0.09,0.31,0.95,20.04,23.17,21.97,1,1,0,1
Saquarema - RJ,2026-06-02,1.22,1.65,2.36,2.48,19.35,22.2,15.19,2,1,2,2
Saquarema - RJ,2026-06-03,1.54,1.54,1.99,2.07,19.45,21.56,9.55,2,2,3,3
Saquarema - RJ,2026-06-04,1.3,0.84,1.14,1.1,18.13,20.94,9.24,3,2,1,1
Saquarema - RJ,2026-06-05,0.85,0.4,0.64,0.7,17.69,20.98,14.14,1,1,1,1
Saquarema - RJ,2026-06-06,0.45,0.1,0.04,0.01,17.41,21.0,5.07,1,1,0,0
Saquarema - RJ,2026-06-07,0.0,0.02,0.0,0.0,18.0,22.24,13.77,0,0,0,0
Sarandi - PR,2026-05-29,0.0,0.0,0.09,0.01,15.85,24.75,8.11,0,0,0,0
Sarandi - PR,2026-05-30,0.0,0.0,0.0,0.0,15.19,24.0,5.08,0,0,0,0
Sarandi - PR,2026-05-31,0.06,0.0,0.0,0.0,15.04,24.83,5.36,0,0,0,0
Sarandi - PR,2026-06-01,0.24,0.02,0.0,0.0,14.38,24.55,6.5,0,0,0,0
Sarandi - PR,2026-06-02,0.0,0.0,0.0,0.0,12.73,23.45,9.18,0,0,0,0
Sarandi - PR,2026-06-03,0.0,0.0,0.0,0.0,13.07,22.91,11.12,0,0,0,0
Sarandi - PR,2026-06-04,0.0,0.0,0.0,0.0,13.2,24.06,13.15,0,0,0,0
Sarandi - PR,2026-06-05,0.0,0.0,0.0,0.0,11.13,22.1,10.91,0,0,0,0
Sarandi - PR,2026-06-06,0.0,0.0,0.0,0.0,10.56,21.62,8.76,0,0,0,0
Sarandi - PR,2026-06-07,0.0,0.0,0.0,0.0,10.87,22.74,6.85,0,0,0,0
Sarandi - RS,2026-05-29,0.34,7.34,4.82,0.73,14.48,20.25,6.11,0,3,3,3
Sarandi - RS,2026-05-30,0.33,0.07,0.0,0.0,13.44,20.41,5.07,2,2,1,2
Sarandi - RS,2026-05-31,0.47,0.05,0.0,0.0,11.67,19.55,6.76,3,2,1,2
Sarandi - RS,2026-06-01,0.1,0.0,0.0,0.0,10.41,18.73,10.45,3,2,0,0
Sarandi - RS,2026-06-02,0.0,0.0,0.0,0.0,11.13,19.35,11.56,2,0,0,0
Sarandi - RS,2026-06-03,0.0,0.0,0.0,0.0,11.48,20.59,13.0,0,0,0,0
Sarandi - RS,2026-06-04,0.0,0.0,0.0,0.0,11.66,21.41,14.58,0,0,0,0
Sarandi - RS,2026-06-05,0.0,0.0,0.0,0.0,10.23,20.95,12.42,0,0,0,0
Sarandi - RS,2026-06-06,0.0,0.0,0.0,0.0,9.19,20.31,8.29,0,0,0,0
Sarandi - RS,2026-06-07,0.0,0.0,0.0,0.0,9.94,20.12,7.58,0,0,0,0
Sarapuí - SP,2026-05-29,0.31,0.0,0.0,0.0,13.98,19.63,13.95,3,2,3,2
Sarapuí - SP,2026-05-30,0.32,0.0,0.0,0.0,13.82,21.22,7.12,2,0,0,3
Sarapuí - SP,2026-05-31,0.05,0.0,0.0,0.0,12.13,21.14,7.58,2,1,0,1
Sarapuí - SP,2026-06-01,0.09,0.0,0.0,0.0,13.23,20.48,11.08,1,2,1,3
Sarapuí - SP,2026-06-02,0.41,0.05,0.0,0.0,13.92,18.73,15.99,3,2,3,3
Sarapuí - SP,2026-06-03,0.26,0.0,0.01,0.01,14.45,19.34,17.05,3,2,3,3
Sarapuí - SP,2026-06-04,0.48,0.0,0.01,0.0,12.1,18.78,17.57,2,2,2,2
Sarapuí - SP,2026-06-05,0.21,0.01,0.0,0.0,10.07,17.6,16.6,2,2,1,1
