cidade,dt,r,tmin,tmax,wmx,c1,c2,c3,c4
Abadia de Goiás - GO,2026-05-24,0.06,18.58,28.5,12.9,2,1,1,2
Abadia de Goiás - GO,2026-05-25,0.0,18.78,29.7,7.67,1,0,0,1
Abadia de Goiás - GO,2026-05-26,0.0,18.53,29.74,7.1,0,0,0,1
Abadia de Goiás - GO,2026-05-27,0.0,18.07,29.47,7.38,0,1,0,0
Abadia de Goiás - GO,2026-05-28,0.0,17.71,29.03,7.79,0,0,0,0
Abadia dos Dourados - MG,2026-05-24,0.2,18.14,26.72,11.11,0,0,0,2
Abadia dos Dourados - MG,2026-05-25,0.0,17.65,28.64,6.87,0,0,0,0
Abadia dos Dourados - MG,2026-05-26,0.0,17.82,28.68,6.93,0,0,0,3
Abadia dos Dourados - MG,2026-05-27,0.0,16.79,28.79,6.32,0,0,0,1
Abadia dos Dourados - MG,2026-05-28,0.0,16.56,28.87,6.64,1,1,0,3
Abadiânia - GO,2026-05-24,0.26,16.83,26.32,15.54,0,0,1,1
Abadiânia - GO,2026-05-25,0.0,16.78,27.67,7.07,1,0,0,3
Abadiânia - GO,2026-05-26,0.0,16.69,27.43,7.4,0,0,0,1
Abadiânia - GO,2026-05-27,0.0,16.01,27.13,7.5,0,0,3,0
Abadiânia - GO,2026-05-28,0.0,15.81,26.72,7.79,0,0,0,0
Abaeté - MG,2026-05-24,0.25,16.92,26.0,5.15,1,0,0,1
Abaeté - MG,2026-05-25,0.01,17.4,27.08,4.73,0,0,2,0
Abaeté - MG,2026-05-26,0.0,16.94,27.12,6.26,0,0,0,0
Abaeté - MG,2026-05-27,0.0,16.36,27.72,3.35,0,3,0,0
Abaeté - MG,2026-05-28,0.0,16.06,27.59,5.19,0,0,0,1
Abaetetuba - PA,2026-05-24,10.22,25.17,28.54,9.16,2,2,2,1
Abaetetuba - PA,2026-05-25,19.99,24.84,29.23,9.56,1,2,2,1
Abaetetuba - PA,2026-05-26,5.05,25.32,30.77,9.17,1,1,1,1
Abaetetuba - PA,2026-05-27,14.76,25.39,30.32,9.89,1,2,1,1
Abaetetuba - PA,2026-05-28,20.45,25.31,29.31,8.25,1,1,1,1
Abaiara - CE,2026-05-24,0.12,20.36,30.1,19.44,0,0,1,1
Abaiara - CE,2026-05-25,0.38,20.09,29.51,15.55,1,0,1,1
Abaiara - CE,2026-05-26,0.07,21.66,30.21,17.44,1,1,1,2
Abaiara - CE,2026-05-27,0.25,22.26,30.29,16.04,1,1,1,2
Abaiara - CE,2026-05-28,0.0,21.78,30.84,15.93,1,0,0,2
Abaíra - BA,2026-05-24,3.89,17.89,21.47,14.48,3,3,3,3
Abaíra - BA,2026-05-25,1.11,16.62,22.83,10.85,2,2,3,2
Abaíra - BA,2026-05-26,0.32,16.41,24.62,8.78,1,3,1,1
Abaíra - BA,2026-05-27,0.05,15.2,24.88,8.23,0,2,3,1
Abaíra - BA,2026-05-28,0.0,14.81,24.37,8.05,0,1,1,1
Abaré - BA,2026-05-24,0.02,21.17,31.32,23.59,0,0,1,1
Abaré - BA,2026-05-25,0.0,20.65,31.33,18.06,0,0,1,1
Abaré - BA,2026-05-26,0.25,21.57,31.21,19.22,0,0,2,1
Abaré - BA,2026-05-27,0.32,22.04,31.5,17.9,0,1,1,1
Abaré - BA,2026-05-28,0.0,21.34,31.97,17.3,0,0,1,1
Abatiá - PR,2026-05-24,11.27,16.39,21.85,7.25,1,1,1,1
Abatiá - PR,2026-05-25,3.72,17.43,24.45,7.97,1,1,1,1
Abatiá - PR,2026-05-26,2.0,17.82,25.71,6.92,1,0,0,0
Abatiá - PR,2026-05-27,0.55,17.64,26.29,7.44,0,0,0,0
Abatiá - PR,2026-05-28,0.04,16.56,22.72,9.73,0,1,1,1
Abdon Batista - SC,2026-05-24,0.25,10.05,16.69,6.38,3,2,3,2
Abdon Batista - SC,2026-05-25,7.48,12.71,17.55,12.02,2,2,2,2
Abdon Batista - SC,2026-05-26,21.73,14.13,16.71,11.22,1,2,2,2
Abdon Batista - SC,2026-05-27,0.01,11.42,17.63,10.79,2,3,2,0
Abdon Batista - SC,2026-05-28,0.0,8.75,18.25,10.38,0,1,2,0
Abel Figueiredo - PA,2026-05-24,0.03,22.89,32.16,12.61,0,0,0,0
Abel Figueiredo - PA,2026-05-25,0.19,22.99,32.26,9.15,0,0,0,0
Abel Figueiredo - PA,2026-05-26,0.0,22.03,32.52,8.51,1,0,3,1
Abel Figueiredo - PA,2026-05-27,0.05,22.42,32.6,8.37,2,0,0,1
Abel Figueiredo - PA,2026-05-28,0.24,23.53,32.72,8.86,0,1,2,1
Abelardo Luz - SC,2026-05-24,1.2,11.95,17.16,5.38,1,3,3,3
Abelardo Luz - SC,2026-05-25,10.56,14.21,18.95,13.45,2,2,1,1
Abelardo Luz - SC,2026-05-26,18.02,15.19,17.09,11.93,1,2,3,2
Abelardo Luz - SC,2026-05-27,0.01,12.26,19.63,9.22,2,2,2,2
Abelardo Luz - SC,2026-05-28,0.0,10.84,20.81,10.11,0,0,0,0
Abre Campo - MG,2026-05-24,0.36,17.27,25.16,5.07,1,1,3,1
Abre Campo - MG,2026-05-25,0.04,16.93,26.48,4.04,0,3,0,0
Abre Campo - MG,2026-05-26,0.1,17.16,26.43,7.17,0,0,1,1
Abre Campo - MG,2026-05-27,0.0,17.07,26.94,7.81,0,0,1,0
Abre Campo - MG,2026-05-28,0.3,17.25,25.47,6.9,0,1,1,1
Abreu e Lima - PE,2026-05-24,4.89,23.67,28.09,20.27,0,2,0,1
Abreu e Lima - PE,2026-05-25,5.55,23.21,27.86,14.2,2,2,1,1
Abreu e Lima - PE,2026-05-26,10.34,23.13,27.02,15.92,1,3,2,1
Abreu e Lima - PE,2026-05-27,5.02,23.36,27.29,16.34,1,1,1,1
Abreu e Lima - PE,2026-05-28,2.61,23.31,27.78,17.16,1,1,1,1
Abreulândia - TO,2026-05-24,0.0,22.17,34.25,12.99,0,0,2,1
Abreulândia - TO,2026-05-25,0.0,22.93,34.36,7.91,2,0,0,2
Abreulândia - TO,2026-05-26,0.0,22.88,34.34,8.26,3,0,1,0
Abreulândia - TO,2026-05-27,0.0,22.07,34.29,7.69,1,2,0,1
Abreulândia - TO,2026-05-28,0.0,22.28,34.56,8.75,2,2,3,0
Acaiaca - MG,2026-05-24,0.19,15.61,24.79,4.38,2,1,2,1
Acaiaca - MG,2026-05-25,0.05,15.99,25.2,4.22,0,2,0,0
Acaiaca - MG,2026-05-26,0.11,15.72,25.68,4.76,0,1,2,1
Acaiaca - MG,2026-05-27,0.02,15.51,27.25,3.82,3,3,0,0
Acaiaca - MG,2026-05-28,0.32,16.25,24.12,8.09,0,0,3,2
Açailândia - MA,2026-05-24,0.1,21.77,31.54,11.85,0,3,0,0
Açailândia - MA,2026-05-25,0.05,22.09,31.86,8.83,0,0,0,0
Açailândia - MA,2026-05-26,0.0,21.1,31.84,7.9,0,3,3,1
Açailândia - MA,2026-05-27,0.09,21.79,31.85,7.96,0,2,3,1
Açailândia - MA,2026-05-28,0.14,22.68,32.28,8.06,0,0,3,1
Acajutiba - BA,2026-05-24,2.32,22.14,28.63,18.3,1,0,1,0
Acajutiba - BA,2026-05-25,0.68,20.65,29.33,10.9,0,1,0,1
Acajutiba - BA,2026-05-26,2.11,21.25,28.62,13.17,0,1,1,1
Acajutiba - BA,2026-05-27,1.76,21.67,29.13,10.3,1,1,1,0
Acajutiba - BA,2026-05-28,1.51,20.75,28.62,11.72,0,1,1,1
Acará - PA,2026-05-24,7.51,23.48,29.57,6.38,2,2,2,1
Acará - PA,2026-05-25,14.36,23.74,30.36,6.09,2,2,1,1
Acará - PA,2026-05-26,3.74,23.63,31.74,6.47,1,1,1,1
Acará - PA,2026-05-27,11.88,23.95,30.72,6.79,2,2,1,1
Acará - PA,2026-05-28,16.12,24.0,29.69,5.38,1,1,1,1
Acarape - CE,2026-05-24,0.52,22.73,30.04,15.37,0,0,0,1
Acarape - CE,2026-05-25,1.52,23.03,30.2,13.37,1,1,0,1
Acarape - CE,2026-05-26,2.13,22.85,30.62,14.93,0,1,0,1
Acarape - CE,2026-05-27,2.21,23.29,30.07,15.01,0,1,1,1
Acarape - CE,2026-05-28,2.15,23.56,30.16,13.33,0,1,0,1
Acaraú - CE,2026-05-24,0.14,25.11,31.32,17.97,1,0,0,0
Acaraú - CE,2026-05-25,1.02,24.74,30.92,15.86,0,0,0,1
Acaraú - CE,2026-05-26,1.27,25.13,31.05,17.11,0,0,0,1
Acaraú - CE,2026-05-27,1.5,25.39,30.85,17.28,0,1,0,1
Acaraú - CE,2026-05-28,1.5,25.5,30.87,16.4,0,0,0,0
Acari - RN,2026-05-24,0.21,21.11,30.88,22.03,2,1,2,1
Acari - RN,2026-05-25,0.79,21.4,30.61,17.45,0,0,1,1
Acari - RN,2026-05-26,0.48,21.94,30.68,21.71,0,0,2,1
Acari - RN,2026-05-27,0.35,22.17,30.57,20.21,0,0,2,1
Acari - RN,2026-05-28,0.13,22.09,31.03,19.65,0,0,1,2
Acauã - PI,2026-05-24,0.0,21.86,32.19,25.52,0,0,0,1
Acauã - PI,2026-05-25,0.0,21.15,31.8,18.18,0,0,3,1
Acauã - PI,2026-05-26,0.0,22.19,32.18,19.8,0,2,0,0
Acauã - PI,2026-05-27,0.0,22.82,31.79,19.39,0,0,0,1
Acauã - PI,2026-05-28,0.0,22.5,32.34,18.8,0,2,1,1
Aceguá - RS,2026-05-24,0.1,11.55,18.07,14.79,3,2,3,3
Aceguá - RS,2026-05-25,0.29,10.21,18.51,10.89,1,0,1,2
Aceguá - RS,2026-05-26,1.07,12.69,17.71,18.11,1,2,3,3
Aceguá - RS,2026-05-27,0.4,12.92,16.97,14.27,2,3,3,3
Aceguá - RS,2026-05-28,0.12,11.93,16.94,12.98,2,2,3,2
Acopiara - CE,2026-05-24,0.3,22.23,29.82,19.14,1,1,0,1
Acopiara - CE,2026-05-25,0.26,21.9,29.86,13.35,1,1,0,1
Acopiara - CE,2026-05-26,0.29,22.72,30.74,15.73,1,2,0,1
Acopiara - CE,2026-05-27,1.07,22.89,30.32,15.16,1,2,1,1
Acopiara - CE,2026-05-28,0.33,22.84,30.53,14.62,0,2,1,2
Acorizal - MT,2026-05-24,0.0,17.14,28.66,8.7,0,0,2,0
Acorizal - MT,2026-05-25,0.06,20.03,31.42,6.27,0,0,0,1
Acorizal - MT,2026-05-26,0.2,21.35,31.87,8.37,0,0,0,1
Acorizal - MT,2026-05-27,0.31,21.86,30.82,10.07,0,0,0,1
Acorizal - MT,2026-05-28,0.03,21.75,32.53,8.29,0,0,0,1
Acrelândia - AC,2026-05-24,0.01,19.7,26.66,7.98,3,3,2,3
Acrelândia - AC,2026-05-25,0.28,20.81,28.76,3.34,2,2,1,2
Acrelândia - AC,2026-05-26,0.71,21.1,30.74,6.75,0,0,0,0
Acrelândia - AC,2026-05-27,0.64,22.11,30.6,8.77,0,0,0,1
Acrelândia - AC,2026-05-28,0.64,22.21,30.53,8.27,0,0,0,1
Acreúna - GO,2026-05-24,0.0,19.86,30.66,8.38,1,0,0,1
Acreúna - GO,2026-05-25,0.0,19.93,31.61,5.18,2,1,0,1
Acreúna - GO,2026-05-26,0.0,20.13,31.84,6.22,0,2,0,1
Acreúna - GO,2026-05-27,0.0,19.57,31.6,5.54,0,0,0,1
Acreúna - GO,2026-05-28,0.0,18.96,31.12,6.23,0,3,0,0
Açu - RN,2026-05-24,1.17,21.7,30.57,17.88,2,0,2,1
Açu - RN,2026-05-25,1.17,22.12,31.33,14.75,0,0,1,1
Açu - RN,2026-05-26,1.02,23.13,32.12,17.58,1,0,0,1
Açu - RN,2026-05-27,0.98,23.32,31.66,17.33,1,0,1,1
Açu - RN,2026-05-28,0.84,23.56,32.0,16.05,0,0,0,1
Açucena - MG,2026-05-24,1.44,18.08,24.82,5.43,3,3,2,2
Açucena - MG,2026-05-25,0.05,16.65,26.48,3.35,0,2,0,0
Açucena - MG,2026-05-26,0.07,16.88,26.46,3.75,0,0,1,1
Açucena - MG,2026-05-27,0.28,16.95,26.88,4.19,0,0,2,1
Açucena - MG,2026-05-28,0.46,16.75,25.97,3.88,3,0,1,1
Adamantina - SP,2026-05-24,2.46,17.95,26.38,8.58,0,0,1,1
Adamantina - SP,2026-05-25,2.49,19.93,28.14,5.4,3,1,1,1
Adamantina - SP,2026-05-26,1.29,20.22,28.99,5.08,1,1,0,1
Adamantina - SP,2026-05-27,0.51,19.86,29.32,7.52,3,0,0,1
Adamantina - SP,2026-05-28,0.07,19.4,27.34,7.56,0,0,0,3
Adelândia - GO,2026-05-24,0.02,19.48,29.94,9.27,0,2,2,2
Adelândia - GO,2026-05-25,0.0,19.84,30.76,4.69,1,1,0,1
Adelândia - GO,2026-05-26,0.0,20.03,30.99,5.67,0,0,0,1
Adelândia - GO,2026-05-27,0.0,19.57,30.75,6.77,1,2,2,1
Adelândia - GO,2026-05-28,0.0,19.06,30.19,7.18,0,0,0,0
Adolfo - SP,2026-05-24,1.58,18.73,27.04,8.71,0,0,1,2
Adolfo - SP,2026-05-25,1.66,20.21,27.92,5.56,2,1,1,1
Adolfo - SP,2026-05-26,0.74,20.38,28.62,6.28,1,1,0,1
Adolfo - SP,2026-05-27,0.5,20.14,29.0,5.27,0,1,0,0
Adolfo - SP,2026-05-28,0.09,19.28,26.62,9.04,0,0,0,2
Adrianópolis - PR,2026-05-24,16.71,14.55,17.57,2.46,3,3,3,2
Adrianópolis - PR,2026-05-25,2.91,14.93,19.92,5.77,3,3,3,2
Adrianópolis - PR,2026-05-26,4.07,15.69,22.3,5.71,2,3,2,1
Adrianópolis - PR,2026-05-27,1.88,15.76,21.13,6.4,1,1,2,1
Adrianópolis - PR,2026-05-28,0.35,13.65,18.69,5.76,3,2,2,1
Adustina - BA,2026-05-24,0.58,20.8,29.75,20.73,3,1,1,0
Adustina - BA,2026-05-25,0.02,18.99,30.39,11.12,1,3,1,1
Adustina - BA,2026-05-26,0.84,20.6,29.77,14.24,0,1,1,1
Adustina - BA,2026-05-27,1.12,21.39,30.13,11.92,0,2,1,1
Adustina - BA,2026-05-28,0.32,19.59,30.09,11.92,0,0,1,1
Afogados da Ingazeira - PE,2026-05-24,0.13,19.11,30.04,19.8,0,1,2,0
Afogados da Ingazeira - PE,2026-05-25,0.81,19.81,28.76,15.82,0,1,2,2
Afogados da Ingazeira - PE,2026-05-26,0.48,19.82,28.96,18.34,1,1,2,2
Afogados da Ingazeira - PE,2026-05-27,0.17,20.29,29.35,15.98,1,1,1,2
Afogados da Ingazeira - PE,2026-05-28,0.04,19.9,30.03,14.98,1,0,0,2
Afonso Bezerra - RN,2026-05-24,0.82,22.02,30.1,22.26,2,0,2,1
Afonso Bezerra - RN,2026-05-25,0.95,22.4,30.64,19.31,0,0,1,1
Afonso Bezerra - RN,2026-05-26,0.58,23.03,31.3,22.83,0,0,1,1
Afonso Bezerra - RN,2026-05-27,0.75,23.23,30.97,21.68,0,0,2,1
Afonso Bezerra - RN,2026-05-28,0.43,23.4,31.31,21.48,0,0,1,1
Afonso Cláudio - ES,2026-05-24,0.26,17.08,25.79,4.56,3,2,2,1
Afonso Cláudio - ES,2026-05-25,0.01,16.06,26.92,4.67,0,0,0,0
Afonso Cláudio - ES,2026-05-26,0.0,17.13,27.15,7.4,0,1,1,1
Afonso Cláudio - ES,2026-05-27,0.0,17.2,26.91,6.74,2,1,1,3
Afonso Cláudio - ES,2026-05-28,0.64,17.96,25.75,7.84,0,1,3,1
Afonso Cunha - MA,2026-05-24,0.36,23.61,31.63,10.96,0,0,0,0
Afonso Cunha - MA,2026-05-25,0.41,23.28,31.58,7.68,0,0,0,0
Afonso Cunha - MA,2026-05-26,0.21,23.44,31.96,6.77,2,0,0,1
Afonso Cunha - MA,2026-05-27,0.48,23.98,31.79,6.97,1,0,0,1
Afonso Cunha - MA,2026-05-28,0.4,24.31,32.37,5.09,1,1,0,1
Afrânio - PE,2026-05-24,0.02,21.2,31.5,25.04,1,1,0,1
Afrânio - PE,2026-05-25,0.0,20.37,31.26,18.53,0,0,3,1
Afrânio - PE,2026-05-26,0.0,21.44,31.52,19.95,0,1,1,0
Afrânio - PE,2026-05-27,0.02,22.07,31.13,19.56,0,0,2,1
Afrânio - PE,2026-05-28,0.0,21.81,31.53,19.04,0,3,0,0
Afuá - PA,2026-05-24,16.02,24.92,27.66,7.14,3,3,3,2
Afuá - PA,2026-05-25,11.3,24.9,28.67,6.47,2,2,2,1
Afuá - PA,2026-05-26,7.84,24.85,29.74,5.13,1,1,1,1
Afuá - PA,2026-05-27,13.14,24.95,29.66,4.62,1,1,1,1
Afuá - PA,2026-05-28,21.12,24.96,28.56,4.9,1,1,1,1
Agrestina - PE,2026-05-24,3.29,20.17,26.47,18.33,1,3,1,2
Agrestina - PE,2026-05-25,5.5,19.9,25.7,12.63,3,3,1,1
Agrestina - PE,2026-05-26,4.0,19.97,24.49,14.08,1,3,2,1
Agrestina - PE,2026-05-27,2.25,19.95,25.22,13.85,2,2,2,2
Agrestina - PE,2026-05-28,1.25,19.46,25.59,13.08,1,2,2,2
Agricolândia - PI,2026-05-24,0.0,22.89,32.13,14.66,1,0,0,0
Agricolândia - PI,2026-05-25,0.0,22.18,31.67,9.3,0,0,0,0
Agricolândia - PI,2026-05-26,0.0,22.6,32.05,9.37,0,0,0,1
Agricolândia - PI,2026-05-27,0.1,23.45,31.66,8.24,1,0,0,1
Agricolândia - PI,2026-05-28,0.0,23.46,32.28,8.08,1,0,0,1
Agrolândia - SC,2026-05-24,0.47,10.7,17.32,4.61,2,1,2,2
Agrolândia - SC,2026-05-25,3.51,12.56,16.45,5.41,2,2,3,3
Agrolândia - SC,2026-05-26,14.66,14.78,18.9,4.25,3,3,2,2
Agrolândia - SC,2026-05-27,0.04,11.76,19.82,6.53,1,1,1,0
Agrolândia - SC,2026-05-28,0.04,10.18,17.62,5.51,2,2,2,1
Agronômica - SC,2026-05-24,0.7,11.55,17.79,3.46,2,2,3,2
Agronômica - SC,2026-05-25,3.09,13.46,17.51,4.3,2,2,3,3
Agronômica - SC,2026-05-26,14.91,15.38,20.05,4.07,3,3,2,2
Agronômica - SC,2026-05-27,0.03,12.7,20.5,5.17,1,1,1,0
Agronômica - SC,2026-05-28,0.03,11.25,18.44,4.48,0,2,3,1
Água Azul do Norte - PA,2026-05-24,0.0,21.02,31.66,14.47,0,3,0,1
Água Azul do Norte - PA,2026-05-25,0.0,21.09,32.17,8.49,0,3,3,0
Água Azul do Norte - PA,2026-05-26,0.0,21.19,32.12,8.45,0,2,3,2
Água Azul do Norte - PA,2026-05-27,0.0,21.04,32.35,8.07,0,0,3,1
Água Azul do Norte - PA,2026-05-28,0.0,21.87,32.5,8.38,0,0,0,1
Água Boa - MG,2026-05-24,1.77,17.77,23.97,9.47,3,3,2,2
Água Boa - MG,2026-05-25,0.0,16.21,26.39,4.33,0,1,0,0
Água Boa - MG,2026-05-26,0.09,16.25,25.55,2.98,0,1,1,2
Água Boa - MG,2026-05-27,0.29,16.95,26.29,1.98,1,1,2,2
Água Boa - MG,2026-05-28,0.34,16.65,26.03,3.68,0,0,0,1
Água Boa - MT,2026-05-24,0.0,20.77,32.35,11.32,0,0,1,1
Água Boa - MT,2026-05-25,0.0,21.93,33.08,7.59,0,0,2,1
Água Boa - MT,2026-05-26,0.0,22.13,33.49,8.05,1,0,0,1
Água Boa - MT,2026-05-27,0.0,21.73,33.35,8.16,2,0,0,1
Água Boa - MT,2026-05-28,0.0,21.43,32.34,8.08,0,0,0,0
Água Branca - PI,2026-05-24,0.0,22.86,31.97,16.62,1,0,0,3
Água Branca - PI,2026-05-25,0.0,21.99,31.55,10.81,1,0,0,0
Água Branca - PI,2026-05-26,0.0,22.47,32.05,10.71,1,0,0,1
Água Branca - PI,2026-05-27,0.02,23.39,31.72,9.66,3,0,0,1
Água Branca - PI,2026-05-28,0.0,23.37,32.28,9.46,1,0,0,1
Água Branca - PB,2026-05-24,0.07,19.55,30.0,22.79,0,0,2,1
Água Branca - PB,2026-05-25,0.78,20.03,28.86,17.98,0,0,2,2
Água Branca - PB,2026-05-26,0.41,20.25,29.09,21.21,1,0,1,2
Água Branca - PB,2026-05-27,0.11,20.7,29.41,18.88,1,1,1,2
Água Branca - PB,2026-05-28,0.01,20.5,29.97,18.33,1,0,0,2
Água Branca - AL,2026-05-24,0.81,20.45,29.79,20.62,1,1,1,0
Água Branca - AL,2026-05-25,0.37,19.96,29.7,14.38,0,1,1,1
Água Branca - AL,2026-05-26,1.08,20.91,29.71,16.01,0,2,3,1
Água Branca - AL,2026-05-27,1.07,21.23,29.91,13.73,0,2,1,1
Água Branca - AL,2026-05-28,0.32,20.34,30.19,13.3,0,1,2,1
Água Clara - MS,2026-05-24,1.74,18.8,26.85,10.39,0,1,2,1
Água Clara - MS,2026-05-25,0.84,19.78,29.8,6.39,1,1,1,1
Água Clara - MS,2026-05-26,0.88,20.69,29.74,5.5,1,3,0,3
Água Clara - MS,2026-05-27,0.5,20.04,29.75,8.18,1,0,0,1
Água Clara - MS,2026-05-28,0.23,19.65,29.62,7.45,0,0,0,1
Água Comprida - MG,2026-05-24,0.27,19.14,27.94,9.51,1,0,0,1
Água Comprida - MG,2026-05-25,0.21,19.31,28.8,5.6,0,0,0,1
Água Comprida - MG,2026-05-26,0.01,19.28,29.71,6.05,0,1,0,0
Água Comprida - MG,2026-05-27,0.01,19.07,29.91,6.26,0,0,0,1
Água Comprida - MG,2026-05-28,0.01,18.12,29.06,6.58,0,0,3,1
Água Doce - SC,2026-05-24,0.64,10.77,16.44,4.02,3,1,2,3
Água Doce - SC,2026-05-25,7.95,13.21,18.36,12.9,2,2,2,1
Água Doce - SC,2026-05-26,16.98,14.41,16.62,9.48,1,2,2,2
Água Doce - SC,2026-05-27,0.19,11.61,17.79,6.44,2,3,2,3
Água Doce - SC,2026-05-28,0.0,8.53,19.28,10.06,2,0,1,0
Água Doce do Maranhão - MA,2026-05-24,0.61,26.98,29.54,18.28,1,0,0,0
Água Doce do Maranhão - MA,2026-05-25,1.53,26.87,29.33,14.44,1,0,0,1
Água Doce do Maranhão - MA,2026-05-26,2.43,26.75,29.55,13.82,1,1,0,1
Água Doce do Maranhão - MA,2026-05-27,2.2,27.07,29.75,14.23,1,1,0,0
Água Doce do Maranhão - MA,2026-05-28,1.52,27.25,29.62,14.21,2,0,0,0
Água Doce do Norte - ES,2026-05-24,0.26,18.17,26.63,11.74,3,1,1,2
Água Doce do Norte - ES,2026-05-25,0.0,17.06,28.67,7.69,0,0,0,0
Água Doce do Norte - ES,2026-05-26,0.14,17.69,27.4,9.94,0,1,1,2
Água Doce do Norte - ES,2026-05-27,0.28,18.79,28.16,7.34,0,2,2,2
Água Doce do Norte - ES,2026-05-28,0.91,18.93,26.94,7.9,0,1,2,1
Água Fria - BA,2026-05-24,2.24,21.39,28.79,20.19,1,2,1,1
Água Fria - BA,2026-05-25,0.46,19.62,29.76,13.76,1,1,1,1
Água Fria - BA,2026-05-26,0.83,19.69,28.96,15.2,0,0,1,1
Água Fria - BA,2026-05-27,1.14,20.95,29.44,12.5,1,2,1,1
Água Fria - BA,2026-05-28,0.81,19.43,28.94,13.49,2,0,1,1
Água Fria de Goiás - GO,2026-05-24,0.14,18.45,27.22,17.62,1,0,2,1
Água Fria de Goiás - GO,2026-05-25,0.0,18.06,28.98,6.65,0,0,0,1
Água Fria de Goiás - GO,2026-05-26,0.0,18.13,28.65,6.61,0,1,2,0
Água Fria de Goiás - GO,2026-05-27,0.0,17.7,28.38,6.77,0,0,0,0
Água Fria de Goiás - GO,2026-05-28,0.0,17.37,27.84,6.53,3,0,1,0
Água Limpa - GO,2026-05-24,0.21,18.8,28.22,9.83,0,0,0,1
Água Limpa - GO,2026-05-25,0.0,18.46,29.64,6.51,0,0,0,1
Água Limpa - GO,2026-05-26,0.0,18.75,29.65,5.97,0,0,0,0
Água Limpa - GO,2026-05-27,0.0,17.98,29.5,5.9,1,1,0,0
Água Limpa - GO,2026-05-28,0.0,17.84,29.28,5.65,0,0,0,0
Água Nova - RN,2026-05-24,0.24,21.67,30.44,19.51,0,0,1,1
Água Nova - RN,2026-05-25,0.53,21.4,30.55,14.26,1,0,1,1
Água Nova - RN,2026-05-26,0.63,23.13,31.4,15.38,1,1,0,1
Água Nova - RN,2026-05-27,0.32,23.36,31.04,15.14,1,1,0,1
Água Nova - RN,2026-05-28,0.27,23.4,31.41,13.77,1,1,0,2
Água Preta - PE,2026-05-24,6.07,21.83,27.13,13.94,1,2,3,2
Água Preta - PE,2026-05-25,5.95,21.46,27.55,10.38,3,2,1,1
Água Preta - PE,2026-05-26,6.99,21.66,26.43,11.19,1,2,2,1
Água Preta - PE,2026-05-27,3.58,21.45,27.0,11.56,1,1,1,1
Água Preta - PE,2026-05-28,2.2,21.25,27.25,11.67,1,1,1,2
Água Santa - RS,2026-05-24,0.0,9.42,18.22,12.82,2,1,2,0
Água Santa - RS,2026-05-25,11.56,12.68,17.58,12.91,1,2,2,2
Água Santa - RS,2026-05-26,14.85,15.1,17.21,11.84,2,3,3,1
Água Santa - RS,2026-05-27,0.0,11.82,17.63,11.7,2,3,2,0
Água Santa - RS,2026-05-28,0.0,9.43,19.0,10.33,0,0,1,0
Aguaí - SP,2026-05-24,2.43,16.92,25.13,6.86,1,1,0,2
Aguaí - SP,2026-05-25,2.31,17.84,25.14,4.3,1,2,1,1
Aguaí - SP,2026-05-26,0.19,17.32,26.52,5.94,1,3,1,1
Aguaí - SP,2026-05-27,0.42,17.86,26.54,5.35,1,0,1,1
Aguaí - SP,2026-05-28,0.05,15.84,24.37,11.16,0,2,1,0
Aguanil - MG,2026-05-24,0.19,16.08,24.57,4.34,3,0,1,1
Aguanil - MG,2026-05-25,0.89,17.12,24.64,2.23,3,1,2,1
Aguanil - MG,2026-05-26,0.05,16.22,25.21,4.17,0,0,0,0
Aguanil - MG,2026-05-27,0.1,16.45,26.19,2.86,0,0,1,0
Aguanil - MG,2026-05-28,0.21,15.75,24.62,5.22,0,0,1,1
Águas Belas - PE,2026-05-24,1.32,20.3,28.66,16.86,0,2,1,0
Águas Belas - PE,2026-05-25,2.12,20.74,28.11,14.8,1,3,2,1
Águas Belas - PE,2026-05-26,1.6,20.6,27.71,16.1,0,2,2,1
Águas Belas - PE,2026-05-27,0.84,20.7,28.29,14.12,1,2,1,2
Águas Belas - PE,2026-05-28,0.34,19.93,28.59,13.87,0,1,2,2
Águas da Prata - SP,2026-05-24,2.07,16.48,23.88,7.08,1,1,0,2
Águas da Prata - SP,2026-05-25,2.19,17.34,24.01,4.15,1,2,2,1
Águas da Prata - SP,2026-05-26,0.18,16.85,25.21,5.74,1,1,1,1
Águas da Prata - SP,2026-05-27,0.39,17.17,25.29,5.08,2,2,1,1
Águas da Prata - SP,2026-05-28,0.07,15.25,23.72,8.35,0,3,2,0
Águas de Chapecó - SC,2026-05-24,0.06,10.86,19.63,4.79,1,1,2,3
Águas de Chapecó - SC,2026-05-25,14.1,15.65,21.33,6.12,3,2,1,1
Águas de Chapecó - SC,2026-05-26,13.2,17.35,20.21,6.85,1,2,2,2
Águas de Chapecó - SC,2026-05-27,0.02,13.32,20.82,6.72,1,1,2,0
Águas de Chapecó - SC,2026-05-28,0.0,11.21,23.0,5.7,1,0,0,0
Águas de Lindóia - SP,2026-05-24,5.85,16.42,23.5,7.34,0,1,0,1
Águas de Lindóia - SP,2026-05-25,2.2,17.09,24.26,5.06,1,1,1,1
Águas de Lindóia - SP,2026-05-26,0.49,16.57,25.8,6.45,1,0,0,1
Águas de Lindóia - SP,2026-05-27,0.79,17.26,25.19,5.81,0,0,1,1
Águas de Lindóia - SP,2026-05-28,0.0,15.62,23.44,10.44,0,1,2,0
