cidade,dt,r,tmin,tmax,wmx,c1,c2,c3,c4
Colônia Leopoldina - AL,2026-05-28,2.26,20.78,26.84,11.47,1,1,1,2
Colorado - RS,2026-05-24,0.0,10.33,19.72,12.84,3,1,3,2
Colorado - RS,2026-05-25,8.75,13.15,19.3,12.79,1,2,2,2
Colorado - RS,2026-05-26,5.44,16.57,19.05,13.82,2,3,3,1
Colorado - RS,2026-05-27,0.0,11.86,19.35,12.85,1,2,3,0
Colorado - RS,2026-05-28,0.0,10.59,20.94,11.65,0,0,1,2
Colorado - PR,2026-05-24,8.23,17.52,23.6,7.28,1,1,1,1
Colorado - PR,2026-05-25,4.06,18.99,26.39,7.48,1,1,1,1
Colorado - PR,2026-05-26,3.08,19.75,27.02,6.62,1,1,0,1
Colorado - PR,2026-05-27,0.4,19.07,27.79,8.76,0,0,0,0
Colorado - PR,2026-05-28,0.22,18.87,25.19,8.38,0,3,3,0
Colorado do Oeste - RO,2026-05-24,0.0,17.3,28.82,9.82,0,1,0,1
Colorado do Oeste - RO,2026-05-25,0.17,19.46,29.8,4.44,0,1,0,1
Colorado do Oeste - RO,2026-05-26,0.09,20.19,30.93,4.63,1,0,0,1
Colorado do Oeste - RO,2026-05-27,0.34,19.89,30.38,6.0,0,0,2,1
Colorado do Oeste - RO,2026-05-28,0.08,20.53,30.5,5.24,0,3,0,0
Coluna - MG,2026-05-24,2.14,17.45,23.47,7.64,3,3,3,2
Coluna - MG,2026-05-25,0.03,15.71,25.76,2.51,0,0,1,0
Coluna - MG,2026-05-26,0.07,15.69,25.21,2.77,0,0,1,2
Coluna - MG,2026-05-27,0.24,16.2,25.82,3.45,0,0,2,2
Coluna - MG,2026-05-28,0.3,15.84,25.44,2.48,0,0,0,2
Combinado - TO,2026-05-24,0.0,20.86,30.66,15.05,0,1,1,1
Combinado - TO,2026-05-25,0.0,21.18,32.11,8.96,1,1,0,1
Combinado - TO,2026-05-26,0.0,20.28,31.62,9.47,3,0,1,0
Combinado - TO,2026-05-27,0.0,19.98,31.35,9.59,0,3,2,0
Combinado - TO,2026-05-28,0.0,18.9,30.97,8.95,0,0,0,0
Comendador Gomes - MG,2026-05-24,0.24,19.39,28.35,10.24,1,0,0,1
Comendador Gomes - MG,2026-05-25,0.19,19.62,29.61,6.23,0,0,0,1
Comendador Gomes - MG,2026-05-26,0.02,20.0,30.62,7.32,0,0,0,1
Comendador Gomes - MG,2026-05-27,0.02,19.73,30.6,6.85,0,0,0,1
Comendador Gomes - MG,2026-05-28,0.0,19.0,29.72,8.49,2,0,3,1
Comendador Levy Gasparian - RJ,2026-05-24,0.49,16.98,25.44,6.53,1,3,2,1
Comendador Levy Gasparian - RJ,2026-05-25,1.97,18.09,24.33,2.23,1,1,2,1
Comendador Levy Gasparian - RJ,2026-05-26,0.82,18.53,25.05,6.5,1,3,2,1
Comendador Levy Gasparian - RJ,2026-05-27,0.82,17.01,27.0,4.21,0,0,2,1
Comendador Levy Gasparian - RJ,2026-05-28,0.59,18.0,23.03,9.94,1,2,1,1
Comercinho - MG,2026-05-24,0.59,17.64,26.32,12.74,3,3,1,1
Comercinho - MG,2026-05-25,0.0,15.62,28.39,8.14,2,1,1,0
Comercinho - MG,2026-05-26,1.71,17.94,24.34,9.07,0,2,3,2
Comercinho - MG,2026-05-27,1.3,18.82,27.1,7.0,2,3,2,1
Comercinho - MG,2026-05-28,0.26,17.21,26.81,6.95,0,1,1,1
Comodoro - MT,2026-05-24,0.0,15.52,27.88,6.8,0,0,0,1
Comodoro - MT,2026-05-25,0.05,18.53,28.64,6.81,0,0,0,1
Comodoro - MT,2026-05-26,0.04,19.07,29.8,3.73,1,0,0,1
Comodoro - MT,2026-05-27,0.48,19.11,29.04,5.28,0,2,3,1
Comodoro - MT,2026-05-28,0.03,19.46,29.59,5.15,0,0,0,1
Conceição - PB,2026-05-24,0.22,19.58,29.75,20.35,0,0,2,1
Conceição - PB,2026-05-25,0.51,19.49,28.86,15.42,0,0,2,1
Conceição - PB,2026-05-26,0.13,20.6,29.43,17.18,1,0,1,2
Conceição - PB,2026-05-27,0.17,21.17,29.72,15.47,1,1,0,2
Conceição - PB,2026-05-28,0.0,20.75,30.34,14.79,1,0,0,2
Conceição da Aparecida - MG,2026-05-24,0.31,15.86,24.07,5.89,0,3,1,1
Conceição da Aparecida - MG,2026-05-25,0.78,17.15,24.3,2.73,1,1,2,1
Conceição da Aparecida - MG,2026-05-26,0.03,16.35,24.65,4.09,0,1,0,0
Conceição da Aparecida - MG,2026-05-27,0.12,16.79,26.32,3.09,0,0,0,1
Conceição da Aparecida - MG,2026-05-28,0.14,15.87,24.53,5.79,0,0,1,1
Conceição da Barra - ES,2026-05-24,0.12,23.45,25.88,19.45,2,0,1,0
Conceição da Barra - ES,2026-05-25,0.05,22.62,26.51,16.44,0,0,0,0
Conceição da Barra - ES,2026-05-26,1.36,23.63,26.34,20.69,0,1,1,1
Conceição da Barra - ES,2026-05-27,1.2,23.82,26.54,14.98,1,1,1,1
Conceição da Barra - ES,2026-05-28,2.18,23.21,25.37,26.21,0,2,2,2
Conceição da Barra de Minas - MG,2026-05-24,0.09,13.77,24.25,9.9,0,1,1,1
Conceição da Barra de Minas - MG,2026-05-25,1.45,15.93,23.92,4.11,1,2,2,1
Conceição da Barra de Minas - MG,2026-05-26,0.07,15.72,24.77,4.42,0,2,2,0
Conceição da Barra de Minas - MG,2026-05-27,0.06,14.95,26.0,4.16,2,0,0,1
Conceição da Barra de Minas - MG,2026-05-28,0.32,15.06,22.81,5.26,0,2,3,2
Conceição da Feira - BA,2026-05-24,8.68,22.11,25.85,16.87,3,2,2,2
Conceição da Feira - BA,2026-05-25,3.87,20.93,27.98,13.0,3,2,1,0
Conceição da Feira - BA,2026-05-26,1.59,20.47,27.99,13.55,0,0,1,1
Conceição da Feira - BA,2026-05-27,2.22,21.51,28.38,11.17,1,2,1,0
Conceição da Feira - BA,2026-05-28,1.74,20.37,27.62,12.13,0,1,1,1
Conceição das Alagoas - MG,2026-05-24,0.48,19.61,28.54,8.25,1,0,0,1
Conceição das Alagoas - MG,2026-05-25,0.2,19.78,29.45,4.82,0,0,0,1
Conceição das Alagoas - MG,2026-05-26,0.0,19.91,30.52,6.14,0,0,0,0
Conceição das Alagoas - MG,2026-05-27,0.0,19.76,30.66,5.49,0,0,0,1
Conceição das Alagoas - MG,2026-05-28,0.0,18.93,29.62,7.47,0,0,2,0
Conceição das Pedras - MG,2026-05-24,1.18,14.45,21.75,5.81,0,1,2,1
Conceição das Pedras - MG,2026-05-25,2.01,15.74,21.95,2.29,1,2,2,1
Conceição das Pedras - MG,2026-05-26,0.22,14.97,22.49,4.89,1,1,1,1
Conceição das Pedras - MG,2026-05-27,0.77,15.39,23.32,2.24,1,0,1,1
Conceição das Pedras - MG,2026-05-28,0.09,14.56,21.59,6.75,0,1,1,1
Conceição de Ipanema - MG,2026-05-24,0.42,16.92,25.25,6.11,3,3,2,1
Conceição de Ipanema - MG,2026-05-25,0.01,16.15,26.36,2.05,0,0,0,3
Conceição de Ipanema - MG,2026-05-26,0.01,16.85,26.68,5.85,0,1,0,0
Conceição de Ipanema - MG,2026-05-27,0.04,16.86,26.69,5.94,1,1,1,0
Conceição de Ipanema - MG,2026-05-28,0.93,17.12,25.66,6.3,1,0,1,2
Conceição de Macabu - RJ,2026-05-24,0.03,17.55,26.44,5.04,1,2,1,1
Conceição de Macabu - RJ,2026-05-25,1.5,18.78,24.7,6.79,0,1,1,1
Conceição de Macabu - RJ,2026-05-26,0.52,19.69,26.27,3.57,2,2,3,1
Conceição de Macabu - RJ,2026-05-27,0.59,18.89,27.79,6.13,1,1,0,0
Conceição de Macabu - RJ,2026-05-28,1.29,20.18,24.72,12.98,1,1,1,1
Conceição do Almeida - BA,2026-05-24,12.3,21.64,24.82,16.99,3,3,3,2
Conceição do Almeida - BA,2026-05-25,6.9,20.62,27.58,12.21,3,3,2,1
Conceição do Almeida - BA,2026-05-26,1.42,20.0,27.84,12.69,0,0,1,1
Conceição do Almeida - BA,2026-05-27,2.21,20.89,28.04,10.57,1,2,1,0
Conceição do Almeida - BA,2026-05-28,1.51,19.46,27.34,11.43,0,0,1,1
Conceição do Araguaia - PA,2026-05-24,0.0,21.92,33.35,11.95,0,0,0,1
Conceição do Araguaia - PA,2026-05-25,0.0,22.49,33.83,4.87,3,0,0,0
Conceição do Araguaia - PA,2026-05-26,0.0,22.25,33.74,4.85,0,0,1,0
Conceição do Araguaia - PA,2026-05-27,0.0,21.76,33.75,4.34,2,0,1,1
Conceição do Araguaia - PA,2026-05-28,0.0,22.46,34.12,5.6,0,0,3,1
Conceição do Canindé - PI,2026-05-24,0.0,23.2,33.94,24.16,1,0,0,0
Conceição do Canindé - PI,2026-05-25,0.0,22.9,33.8,16.56,0,0,2,1
Conceição do Canindé - PI,2026-05-26,0.0,23.57,34.12,16.71,0,0,1,1
Conceição do Canindé - PI,2026-05-27,0.0,24.2,33.82,16.65,0,0,0,1
Conceição do Canindé - PI,2026-05-28,0.0,23.9,34.25,16.3,0,3,2,1
Conceição do Castelo - ES,2026-05-24,0.18,15.61,23.97,2.7,3,3,1,1
Conceição do Castelo - ES,2026-05-25,0.09,15.15,24.01,6.19,0,0,0,0
Conceição do Castelo - ES,2026-05-26,0.05,16.22,24.96,6.21,1,2,1,1
Conceição do Castelo - ES,2026-05-27,0.0,15.92,25.41,5.76,3,1,1,0
Conceição do Castelo - ES,2026-05-28,1.24,17.12,22.34,7.14,0,2,2,2
Conceição do Coité - BA,2026-05-24,2.47,21.7,29.6,20.6,0,2,1,1
Conceição do Coité - BA,2026-05-25,0.64,19.96,30.11,14.85,1,1,1,1
Conceição do Coité - BA,2026-05-26,0.43,19.69,29.93,15.31,0,0,1,1
Conceição do Coité - BA,2026-05-27,1.12,21.07,29.97,13.57,0,2,1,1
Conceição do Coité - BA,2026-05-28,0.45,19.37,29.81,13.38,0,0,1,1
Conceição do Jacuípe - BA,2026-05-24,4.52,21.67,27.19,18.0,1,1,1,1
Conceição do Jacuípe - BA,2026-05-25,1.45,20.12,28.67,13.99,1,1,1,0
Conceição do Jacuípe - BA,2026-05-26,1.35,19.88,28.12,14.8,0,0,1,1
Conceição do Jacuípe - BA,2026-05-27,1.7,21.14,28.79,11.9,1,2,1,1
Conceição do Jacuípe - BA,2026-05-28,1.42,19.81,27.87,13.22,0,1,1,1
Conceição do Lago-Açu - MA,2026-05-24,2.38,24.55,31.16,7.81,0,0,1,1
Conceição do Lago-Açu - MA,2026-05-25,1.28,24.15,31.3,7.12,1,0,1,1
Conceição do Lago-Açu - MA,2026-05-26,1.05,24.13,31.74,6.07,1,0,1,1
Conceição do Lago-Açu - MA,2026-05-27,1.39,24.64,31.97,5.88,1,1,0,1
Conceição do Lago-Açu - MA,2026-05-28,1.64,25.03,32.41,4.24,1,1,0,1
Conceição do Mato Dentro - MG,2026-05-24,0.87,15.92,23.41,5.8,3,2,2,1
Conceição do Mato Dentro - MG,2026-05-25,0.03,14.93,24.64,2.42,0,0,0,0
Conceição do Mato Dentro - MG,2026-05-26,0.04,14.94,24.46,3.34,0,0,1,3
Conceição do Mato Dentro - MG,2026-05-27,0.08,14.67,25.47,3.21,0,0,0,1
Conceição do Mato Dentro - MG,2026-05-28,0.29,15.09,24.37,2.25,0,0,0,1
Conceição do Pará - MG,2026-05-24,0.08,16.33,26.19,6.89,0,1,0,1
Conceição do Pará - MG,2026-05-25,0.0,17.37,27.2,3.96,1,0,0,0
Conceição do Pará - MG,2026-05-26,0.01,17.19,27.37,4.87,2,0,0,2
Conceição do Pará - MG,2026-05-27,0.0,16.57,27.94,2.03,0,0,0,0
Conceição do Pará - MG,2026-05-28,0.01,16.4,27.56,5.24,3,0,3,1
Conceição do Rio Verde - MG,2026-05-24,0.43,13.92,22.5,5.28,0,1,2,1
Conceição do Rio Verde - MG,2026-05-25,1.96,15.87,22.55,3.13,1,2,2,1
Conceição do Rio Verde - MG,2026-05-26,0.12,15.32,23.02,4.16,0,1,1,1
Conceição do Rio Verde - MG,2026-05-27,0.27,14.95,24.04,3.1,1,0,1,1
Conceição do Rio Verde - MG,2026-05-28,0.21,15.06,22.16,6.05,0,2,1,1
Conceição do Tocantins - TO,2026-05-24,0.0,21.67,32.22,17.09,1,0,3,1
Conceição do Tocantins - TO,2026-05-25,0.0,22.34,33.2,9.7,1,0,0,0
Conceição do Tocantins - TO,2026-05-26,0.0,21.35,32.84,10.53,0,0,3,0
Conceição do Tocantins - TO,2026-05-27,0.0,21.26,32.54,9.53,0,3,2,1
Conceição do Tocantins - TO,2026-05-28,0.0,20.28,32.22,9.43,0,0,0,0
Conceição dos Ouros - MG,2026-05-24,2.99,14.45,20.97,7.34,0,1,2,1
Conceição dos Ouros - MG,2026-05-25,2.44,15.18,21.26,2.03,1,1,1,1
Conceição dos Ouros - MG,2026-05-26,0.52,14.6,22.09,5.65,1,1,1,1
Conceição dos Ouros - MG,2026-05-27,1.21,15.04,22.41,2.52,1,0,1,1
Conceição dos Ouros - MG,2026-05-28,0.07,14.09,20.56,7.49,1,2,1,1
Conchal - SP,2026-05-24,5.41,16.86,24.97,6.75,2,1,1,2
Conchal - SP,2026-05-25,2.68,17.62,25.2,5.85,1,1,1,1
Conchal - SP,2026-05-26,0.61,17.1,26.9,6.51,1,1,0,1
Conchal - SP,2026-05-27,0.92,18.17,26.72,5.49,0,0,0,1
Conchal - SP,2026-05-28,0.1,15.87,24.09,12.33,0,1,0,3
Conchas - SP,2026-05-24,16.69,16.61,23.22,4.71,2,2,2,1
Conchas - SP,2026-05-25,2.89,17.09,24.36,8.09,1,2,2,1
Conchas - SP,2026-05-26,1.32,16.6,26.3,6.92,1,1,1,0
Conchas - SP,2026-05-27,1.55,17.54,25.79,6.31,0,0,1,0
Conchas - SP,2026-05-28,0.1,15.59,22.37,12.29,0,1,1,2
Concórdia - SC,2026-05-24,0.26,10.14,18.41,4.88,2,1,2,2
Concórdia - SC,2026-05-25,12.27,14.31,19.8,5.36,2,2,2,1
Concórdia - SC,2026-05-26,18.46,15.97,18.62,6.96,1,2,2,2
Concórdia - SC,2026-05-27,0.18,12.48,18.97,6.22,1,2,2,0
Concórdia - SC,2026-05-28,0.0,9.25,20.78,5.45,0,0,1,0
Concórdia do Pará - PA,2026-05-24,8.21,23.42,29.5,7.06,3,2,2,1
Concórdia do Pará - PA,2026-05-25,13.89,23.71,30.36,6.15,2,2,1,1
Concórdia do Pará - PA,2026-05-26,4.03,23.57,31.71,6.45,1,1,1,1
Concórdia do Pará - PA,2026-05-27,11.91,23.92,30.6,6.69,2,1,1,1
Concórdia do Pará - PA,2026-05-28,15.43,24.0,29.59,5.45,1,1,1,1
Condado - PB,2026-05-24,0.02,21.2,32.32,14.46,2,0,2,1
Condado - PB,2026-05-25,0.41,21.68,31.76,13.08,3,0,1,1
Condado - PB,2026-05-26,0.28,22.6,32.09,14.86,1,0,0,1
Condado - PB,2026-05-27,0.04,22.98,32.1,14.17,1,1,1,2
Condado - PB,2026-05-28,0.05,23.09,32.56,13.28,1,1,0,2
Condado - PE,2026-05-24,4.33,23.2,28.41,17.81,0,2,1,1
Condado - PE,2026-05-25,6.0,22.87,27.55,12.14,2,2,1,1
Condado - PE,2026-05-26,9.66,22.91,26.84,14.04,1,3,2,1
Condado - PE,2026-05-27,5.85,23.07,27.07,14.3,1,2,2,1
Condado - PE,2026-05-28,2.97,23.15,27.81,15.35,1,1,1,1
Conde - PB,2026-05-24,3.77,23.3,28.75,18.31,0,2,1,1
Conde - PB,2026-05-25,5.95,22.84,27.64,12.79,1,2,1,1
Conde - PB,2026-05-26,8.74,22.94,27.02,14.85,1,2,2,1
Conde - PB,2026-05-27,6.07,23.11,27.19,14.89,1,2,2,1
Conde - PB,2026-05-28,3.2,23.18,28.06,15.99,1,1,2,1
Conde - BA,2026-05-24,1.23,25.73,27.75,23.08,0,0,0,0
Conde - BA,2026-05-25,0.91,25.18,27.7,20.25,0,1,0,0
Conde - BA,2026-05-26,2.9,24.57,27.37,21.69,1,1,1,0
Conde - BA,2026-05-27,1.94,24.76,27.54,20.51,1,1,0,0
Conde - BA,2026-05-28,2.02,24.37,27.22,20.36,0,1,1,0
Condeúba - BA,2026-05-24,0.02,17.27,26.47,18.04,3,2,2,2
Condeúba - BA,2026-05-25,0.0,16.03,28.33,12.38,0,0,0,2
Condeúba - BA,2026-05-26,0.89,18.07,26.77,9.65,0,3,2,1
Condeúba - BA,2026-05-27,0.27,18.29,27.44,10.37,0,2,1,1
Condeúba - BA,2026-05-28,0.01,16.43,26.91,8.81,0,1,2,1
Condor - RS,2026-05-24,0.0,10.33,19.79,14.4,3,0,2,0
Condor - RS,2026-05-25,8.21,14.28,19.33,12.28,1,3,2,2
Condor - RS,2026-05-26,3.69,16.32,19.12,12.7,2,3,3,1
Condor - RS,2026-05-27,0.0,11.73,19.38,12.48,0,1,2,0
Condor - RS,2026-05-28,0.0,11.09,21.59,10.67,2,0,1,0
Cônego Marinho - MG,2026-05-24,0.04,19.86,29.16,15.49,3,1,1,2
Cônego Marinho - MG,2026-05-25,0.0,19.31,31.33,7.62,1,0,0,0
Cônego Marinho - MG,2026-05-26,0.01,18.53,29.55,7.2,0,0,0,2
Cônego Marinho - MG,2026-05-27,0.0,19.04,30.04,7.72,0,0,0,0
Cônego Marinho - MG,2026-05-28,0.0,18.59,29.44,7.06,0,2,0,0
Confins - MG,2026-05-24,0.02,15.73,25.75,8.56,2,3,0,1
Confins - MG,2026-05-25,0.0,16.34,26.64,6.6,1,0,0,0
Confins - MG,2026-05-26,0.0,16.5,26.59,7.13,0,0,0,0
Confins - MG,2026-05-27,0.0,15.73,27.57,6.37,0,0,0,0
Confins - MG,2026-05-28,0.04,16.0,26.28,6.84,3,0,0,1
Confresa - MT,2026-05-24,0.0,21.73,32.72,11.69,0,0,2,1
Confresa - MT,2026-05-25,0.0,21.71,33.08,7.62,0,0,3,0
Confresa - MT,2026-05-26,0.0,22.28,33.37,8.02,0,0,0,0
Confresa - MT,2026-05-27,0.0,21.64,33.57,7.85,2,2,2,0
Confresa - MT,2026-05-28,0.0,21.34,33.34,7.31,2,2,1,0
Congo - PB,2026-05-24,0.79,20.2,30.0,21.04,2,2,1,0
Congo - PB,2026-05-25,1.35,21.12,29.67,14.35,1,2,2,1
Congo - PB,2026-05-26,0.94,20.38,28.84,18.07,0,0,2,2
Congo - PB,2026-05-27,0.27,20.73,29.32,16.13,1,1,2,2
Congo - PB,2026-05-28,0.15,20.31,29.75,14.72,1,1,1,2
Congonhal - MG,2026-05-24,2.63,15.2,22.38,6.6,0,1,2,1
Congonhal - MG,2026-05-25,2.75,15.81,22.64,1.7,1,2,1,1
Congonhal - MG,2026-05-26,0.61,15.13,23.27,4.64,1,0,2,1
Congonhal - MG,2026-05-27,0.87,15.57,24.25,2.25,1,0,1,1
Congonhal - MG,2026-05-28,0.13,14.71,22.62,5.73,0,1,2,1
Congonhas - MG,2026-05-24,0.1,13.58,22.63,8.71,2,1,1,1
Congonhas - MG,2026-05-25,0.22,14.71,22.45,5.5,1,1,1,1
Congonhas - MG,2026-05-26,0.06,14.41,23.05,4.71,0,2,2,1
Congonhas - MG,2026-05-27,0.0,14.23,24.69,5.1,0,0,1,0
Congonhas - MG,2026-05-28,0.37,14.5,21.09,6.41,0,1,3,2
Congonhas do Norte - MG,2026-05-24,0.32,16.02,23.88,10.94,1,2,1,1
Congonhas do Norte - MG,2026-05-25,0.0,15.4,25.39,6.67,0,3,0,0
Congonhas do Norte - MG,2026-05-26,0.0,15.63,24.9,6.73,1,0,0,0
Congonhas do Norte - MG,2026-05-27,0.05,15.04,25.91,6.77,0,0,0,1
Congonhas do Norte - MG,2026-05-28,0.05,15.4,25.0,6.47,0,0,0,1
Congonhinhas - PR,2026-05-24,13.14,15.83,20.41,6.42,2,1,2,1
Congonhinhas - PR,2026-05-25,3.78,16.49,23.14,7.01,1,1,2,1
Congonhinhas - PR,2026-05-26,2.77,17.07,24.09,6.02,1,0,1,1
Congonhinhas - PR,2026-05-27,0.59,16.73,24.97,6.99,0,0,0,0
Congonhinhas - PR,2026-05-28,0.09,15.59,21.62,8.22,0,2,1,1
Conquista - MG,2026-05-24,0.07,17.95,27.16,8.35,0,0,0,1
Conquista - MG,2026-05-25,0.09,18.37,28.05,5.15,1,0,1,1
Conquista - MG,2026-05-26,0.0,18.16,28.9,5.46,0,0,1,0
Conquista - MG,2026-05-27,0.0,17.98,29.1,5.93,0,2,1,1
Conquista - MG,2026-05-28,0.0,17.21,28.44,6.28,0,0,3,1
Conquista D'Oeste - MT,2026-05-24,0.0,15.67,28.97,9.93,2,0,0,1
Conquista D'Oeste - MT,2026-05-25,0.01,18.93,30.11,6.88,0,0,0,1
Conquista D'Oeste - MT,2026-05-26,0.12,19.41,30.93,5.06,1,0,0,1
Conquista D'Oeste - MT,2026-05-27,0.39,20.14,29.79,9.14,0,0,1,1
Conquista D'Oeste - MT,2026-05-28,0.05,19.87,31.5,6.65,0,0,1,1
Conselheiro Lafaiete - MG,2026-05-24,0.12,13.73,23.0,7.4,1,2,3,1
Conselheiro Lafaiete - MG,2026-05-25,0.5,15.03,22.64,5.0,1,2,1,1
Conselheiro Lafaiete - MG,2026-05-26,0.1,15.07,23.3,4.96,0,3,2,1
Conselheiro Lafaiete - MG,2026-05-27,0.06,14.39,25.19,4.76,0,1,2,0
Conselheiro Lafaiete - MG,2026-05-28,0.43,15.0,21.22,7.06,0,2,3,2
Conselheiro Mairinck - PR,2026-05-24,12.41,16.05,21.0,5.73,1,1,2,1
Conselheiro Mairinck - PR,2026-05-25,3.61,16.9,23.83,7.08,1,1,2,1
Conselheiro Mairinck - PR,2026-05-26,2.31,17.19,24.99,6.45,1,0,1,0
Conselheiro Mairinck - PR,2026-05-27,0.71,16.92,25.79,6.75,0,0,0,0
Conselheiro Mairinck - PR,2026-05-28,0.09,16.06,22.16,8.36,0,2,1,3
Conselheiro Pena - MG,2026-05-24,0.27,18.58,26.91,6.38,3,1,2,1
Conselheiro Pena - MG,2026-05-25,0.0,17.49,28.17,3.91,0,0,0,0
Conselheiro Pena - MG,2026-05-26,0.01,18.38,28.62,4.06,0,0,0,1
Conselheiro Pena - MG,2026-05-27,0.17,18.76,28.19,4.32,0,1,2,1
Conselheiro Pena - MG,2026-05-28,0.62,18.93,27.78,3.54,0,0,1,1
Consolação - MG,2026-05-24,4.0,14.61,21.0,8.63,0,1,2,1
Consolação - MG,2026-05-25,2.7,15.18,21.51,2.0,1,1,1,1
Consolação - MG,2026-05-26,0.7,14.63,22.27,6.52,1,1,1,1
Consolação - MG,2026-05-27,1.1,15.11,22.66,2.69,1,0,1,1
Consolação - MG,2026-05-28,0.07,14.15,21.0,7.19,1,2,1,0
Constantina - RS,2026-05-24,0.0,9.86,19.75,9.38,0,0,2,1
Constantina - RS,2026-05-25,12.34,14.99,19.76,9.63,2,3,2,2
Constantina - RS,2026-05-26,8.88,16.78,19.52,8.92,2,3,3,1
Constantina - RS,2026-05-27,0.0,12.23,19.69,9.63,1,1,2,1
Constantina - RS,2026-05-28,0.0,10.87,21.78,8.52,0,0,0,2
Contagem - MG,2026-05-24,0.2,14.02,23.79,5.2,1,0,0,1
Contagem - MG,2026-05-25,0.11,14.87,24.51,5.19,1,0,0,0
Contagem - MG,2026-05-26,0.07,14.88,24.55,5.85,0,0,0,0
Contagem - MG,2026-05-27,0.04,14.36,25.5,5.35,0,0,0,0
Contagem - MG,2026-05-28,0.3,14.68,23.94,5.95,0,1,1,1
Contenda - PR,2026-05-24,7.27,13.52,16.57,3.86,1,3,3,2
Contenda - PR,2026-05-25,2.02,13.4,18.98,11.62,2,3,3,2
Contenda - PR,2026-05-26,9.8,15.22,19.52,11.63,2,2,2,1
Contenda - PR,2026-05-27,0.74,14.42,19.32,10.93,1,1,2,0
Contenda - PR,2026-05-28,0.0,11.87,17.78,9.49,1,3,2,0
Contendas do Sincorá - BA,2026-05-24,2.86,20.64,25.97,10.44,2,3,3,3
Contendas do Sincorá - BA,2026-05-25,1.56,19.93,25.7,4.56,1,2,2,2
Contendas do Sincorá - BA,2026-05-26,1.02,19.78,28.65,2.85,1,2,1,1
Contendas do Sincorá - BA,2026-05-27,0.66,18.86,28.41,3.04,0,3,2,1
Contendas do Sincorá - BA,2026-05-28,0.22,18.34,28.03,2.26,0,0,1,1
Coqueiral - MG,2026-05-24,0.16,15.64,24.41,7.68,3,0,1,1
Coqueiral - MG,2026-05-25,1.02,16.93,24.36,2.43,1,1,2,1
Coqueiral - MG,2026-05-26,0.04,16.25,24.96,3.93,0,0,0,1
Coqueiral - MG,2026-05-27,0.14,16.07,26.04,3.19,0,0,3,1
Coqueiral - MG,2026-05-28,0.18,15.43,24.34,5.74,0,0,2,1
Coqueiro Baixo - RS,2026-05-24,0.8,11.55,18.25,8.12,3,2,3,2
Coqueiro Baixo - RS,2026-05-25,6.4,10.59,18.83,3.11,1,2,2,2
Coqueiro Baixo - RS,2026-05-26,9.25,15.91,18.15,8.41,2,2,3,2
Coqueiro Baixo - RS,2026-05-27,0.86,13.76,18.1,6.52,2,3,3,2
Coqueiro Baixo - RS,2026-05-28,0.12,11.37,17.94,5.81,1,3,3,1
Coqueiro Seco - AL,2026-05-24,2.42,26.05,27.65,22.49,0,1,0,2
Coqueiro Seco - AL,2026-05-25,2.72,25.96,27.58,20.48,1,1,1,0
Coqueiro Seco - AL,2026-05-26,3.87,25.53,27.46,21.95,1,1,1,0
Coqueiro Seco - AL,2026-05-27,1.87,25.98,27.47,21.34,0,1,0,0
Coqueiro Seco - AL,2026-05-28,1.38,25.62,27.47,21.34,0,1,0,0
Coqueiros do Sul - RS,2026-05-24,0.0,9.77,18.97,13.6,1,0,2,0
Coqueiros do Sul - RS,2026-05-25,11.88,14.31,18.73,11.78,2,3,2,2
Coqueiros do Sul - RS,2026-05-26,9.22,16.07,18.3,11.29,2,3,3,1
Coqueiros do Sul - RS,2026-05-27,0.0,11.79,18.69,11.36,1,2,2,0
Coqueiros do Sul - RS,2026-05-28,0.0,10.43,20.62,9.71,1,0,0,2
Coração de Jesus - MG,2026-05-24,0.0,18.02,27.75,15.14,0,1,1,1
Coração de Jesus - MG,2026-05-25,0.0,17.24,29.73,9.95,0,0,0,3
Coração de Jesus - MG,2026-05-26,0.0,17.94,28.46,9.97,0,0,0,1
Coração de Jesus - MG,2026-05-27,0.0,17.67,28.63,9.75,0,0,0,1
Coração de Jesus - MG,2026-05-28,0.0,17.65,28.37,9.94,0,0,0,1
Coração de Maria - BA,2026-05-24,4.52,21.67,27.19,18.0,1,1,1,1
Coração de Maria - BA,2026-05-25,1.45,20.12,28.67,13.99,1,1,1,0
Coração de Maria - BA,2026-05-26,1.35,19.88,28.12,14.8,0,0,1,1
Coração de Maria - BA,2026-05-27,1.7,21.14,28.79,11.9,1,2,1,1
Coração de Maria - BA,2026-05-28,1.42,19.81,27.87,13.22,0,1,1,1
Corbélia - PR,2026-05-24,4.09,15.36,21.41,5.33,3,2,1,1
Corbélia - PR,2026-05-25,7.37,16.21,22.83,10.29,1,0,1,1
Corbélia - PR,2026-05-26,12.32,16.94,22.15,5.55,1,1,2,1
Corbélia - PR,2026-05-27,0.16,15.86,23.94,9.44,1,1,1,0
Corbélia - PR,2026-05-28,0.33,15.12,23.94,8.5,0,2,0,0
Cordeiro - RJ,2026-05-24,0.43,16.45,24.1,7.29,3,2,2,1
Cordeiro - RJ,2026-05-25,1.93,17.28,23.8,3.71,1,1,1,1
Cordeiro - RJ,2026-05-26,0.96,18.0,24.05,5.74,2,2,2,2
Cordeiro - RJ,2026-05-27,0.65,17.04,26.1,2.72,0,1,1,0
