cidade,dt,r,tmin,tmax,wmx,c1,c2,c3,c4
Abadia de Goiás - GO,2026-05-27,0.0,14.67,29.25,12.0,0,0,0,0
Abadia de Goiás - GO,2026-05-28,0.0,17.84,28.93,8.35,0,0,0,0
Abadia de Goiás - GO,2026-05-29,0.0,18.21,27.64,7.72,0,0,0,1
Abadia de Goiás - GO,2026-05-30,0.0,18.5,27.89,9.12,0,0,0,1
Abadia de Goiás - GO,2026-05-31,0.03,17.2,28.45,6.94,0,0,2,1
Abadia de Goiás - GO,2026-06-01,0.55,17.0,28.08,6.18,0,0,0,0
Abadia de Goiás - GO,2026-06-02,0.0,15.81,27.95,7.91,0,0,1,0
Abadia de Goiás - GO,2026-06-03,0.0,14.15,28.03,9.8,0,2,0,0
Abadia de Goiás - GO,2026-06-04,0.0,16.2,27.85,13.01,0,0,2,0
Abadia de Goiás - GO,2026-06-05,0.0,16.54,26.99,11.86,0,0,0,0
Abadia dos Dourados - MG,2026-05-27,0.0,13.29,28.69,14.38,0,0,0,0
Abadia dos Dourados - MG,2026-05-28,0.0,16.68,28.74,7.4,1,3,0,0
Abadia dos Dourados - MG,2026-05-29,0.0,16.62,26.86,7.91,0,0,0,1
Abadia dos Dourados - MG,2026-05-30,0.08,17.31,27.39,7.53,0,0,0,1
Abadia dos Dourados - MG,2026-05-31,0.57,16.61,27.48,5.88,0,0,0,0
Abadia dos Dourados - MG,2026-06-01,1.07,16.37,27.08,7.03,0,0,0,1
Abadia dos Dourados - MG,2026-06-02,0.0,14.12,27.6,6.69,0,1,0,1
Abadia dos Dourados - MG,2026-06-03,0.02,14.25,26.4,13.13,3,2,0,0
Abadia dos Dourados - MG,2026-06-04,0.01,15.45,25.57,14.7,0,0,0,1
Abadia dos Dourados - MG,2026-06-05,0.0,14.41,24.99,10.99,0,0,0,1
Abadiânia - GO,2026-05-27,0.0,12.98,27.28,12.93,0,2,0,0
Abadiânia - GO,2026-05-28,0.0,16.28,27.05,10.14,1,0,0,0
Abadiânia - GO,2026-05-29,0.0,16.65,25.51,8.45,0,0,0,0
Abadiânia - GO,2026-05-30,0.02,16.44,25.45,9.13,0,0,0,1
Abadiânia - GO,2026-05-31,0.13,15.73,26.51,7.61,0,1,0,1
Abadiânia - GO,2026-06-01,1.02,15.72,26.36,5.23,0,0,0,1
Abadiânia - GO,2026-06-02,0.04,14.87,26.48,6.72,0,0,2,0
Abadiânia - GO,2026-06-03,0.01,13.87,26.0,9.22,0,0,0,0
Abadiânia - GO,2026-06-04,0.02,15.57,25.66,14.36,0,0,2,0
Abadiânia - GO,2026-06-05,0.0,14.82,24.93,12.34,0,0,0,0
Abaeté - MG,2026-05-27,0.0,11.11,27.53,7.15,3,2,0,0
Abaeté - MG,2026-05-28,0.0,16.18,27.24,5.38,0,0,0,1
Abaeté - MG,2026-05-29,0.05,16.56,25.76,4.52,0,0,0,1
Abaeté - MG,2026-05-30,0.37,16.53,25.77,3.81,2,0,0,1
Abaeté - MG,2026-05-31,1.05,15.98,26.32,3.43,0,0,0,0
Abaeté - MG,2026-06-01,3.27,16.09,25.52,4.21,0,0,0,1
Abaeté - MG,2026-06-02,0.56,14.44,25.73,6.16,0,0,0,0
Abaeté - MG,2026-06-03,0.24,14.93,24.59,9.46,0,0,0,0
Abaeté - MG,2026-06-04,0.08,13.98,23.54,9.26,0,0,0,1
Abaeté - MG,2026-06-05,0.04,12.5,22.93,9.59,0,0,0,1
Abaetetuba - PA,2026-05-27,7.72,24.92,30.28,8.79,1,1,2,1
Abaetetuba - PA,2026-05-28,14.45,25.28,30.55,8.15,1,1,1,1
Abaetetuba - PA,2026-05-29,20.13,25.34,28.2,9.65,2,1,1,1
Abaetetuba - PA,2026-05-30,14.73,25.22,29.39,10.99,1,1,1,1
Abaetetuba - PA,2026-05-31,20.73,24.92,29.48,12.04,1,1,1,1
Abaetetuba - PA,2026-06-01,16.16,25.03,29.24,8.85,1,1,1,1
Abaetetuba - PA,2026-06-02,12.27,25.0,29.57,7.58,1,1,1,1
Abaetetuba - PA,2026-06-03,11.62,25.25,30.06,10.55,1,1,1,1
Abaetetuba - PA,2026-06-04,8.34,25.13,30.57,10.15,1,0,1,1
Abaetetuba - PA,2026-06-05,15.33,24.94,29.9,9.04,1,1,1,1
Abaiara - CE,2026-05-27,0.21,21.48,27.88,24.34,1,2,3,2
Abaiara - CE,2026-05-28,0.0,21.25,30.49,17.43,1,0,0,2
Abaiara - CE,2026-05-29,0.21,22.93,30.86,17.68,1,2,0,2
Abaiara - CE,2026-05-30,0.02,22.22,30.27,18.56,1,0,1,1
Abaiara - CE,2026-05-31,0.0,21.42,31.13,17.41,0,0,2,0
Abaiara - CE,2026-06-01,0.0,21.19,31.02,15.21,0,0,1,1
Abaiara - CE,2026-06-02,0.0,21.22,31.48,11.54,2,0,2,1
Abaiara - CE,2026-06-03,0.0,21.84,31.4,12.3,0,0,0,1
Abaiara - CE,2026-06-04,0.34,22.45,30.01,21.92,1,1,2,1
Abaiara - CE,2026-06-05,0.59,21.88,28.46,23.95,0,1,2,1
Abaíra - BA,2026-05-27,0.0,13.26,25.5,12.06,0,0,2,0
Abaíra - BA,2026-05-28,0.03,15.43,24.71,12.61,0,2,1,3
Abaíra - BA,2026-05-29,0.1,15.56,24.98,12.61,3,2,1,1
Abaíra - BA,2026-05-30,2.77,17.28,21.52,12.91,1,3,3,2
Abaíra - BA,2026-05-31,0.56,16.61,22.79,10.83,2,2,1,1
Abaíra - BA,2026-06-01,0.23,15.09,25.08,6.61,0,0,0,1
Abaíra - BA,2026-06-02,0.85,15.34,25.04,8.05,0,1,1,1
Abaíra - BA,2026-06-03,1.02,16.71,23.22,13.09,0,2,2,1
Abaíra - BA,2026-06-04,0.62,15.91,21.98,15.51,1,2,2,2
Abaíra - BA,2026-06-05,0.25,14.57,23.06,11.96,0,2,1,1
Abaré - BA,2026-05-27,0.0,21.86,31.25,22.92,2,3,3,2
Abaré - BA,2026-05-28,0.0,20.96,31.62,19.23,0,1,0,1
Abaré - BA,2026-05-29,0.0,22.56,32.7,19.71,0,1,0,2
Abaré - BA,2026-05-30,0.0,22.12,31.89,22.05,0,0,1,0
Abaré - BA,2026-05-31,0.05,21.8,31.88,20.11,1,0,2,1
Abaré - BA,2026-06-01,0.09,22.16,31.33,17.05,0,0,2,1
Abaré - BA,2026-06-02,0.05,22.12,31.98,14.77,0,0,1,1
Abaré - BA,2026-06-03,0.0,22.15,32.15,18.01,0,0,1,1
Abaré - BA,2026-06-04,1.12,22.76,30.19,22.71,0,1,2,1
Abaré - BA,2026-06-05,1.54,22.41,28.4,22.81,1,2,3,2
Abatiá - PR,2026-05-27,0.16,11.01,27.1,15.58,1,1,3,1
Abatiá - PR,2026-05-28,0.01,16.9,23.15,14.25,0,1,2,0
Abatiá - PR,2026-05-29,0.0,14.46,22.42,12.39,0,0,1,1
Abatiá - PR,2026-05-30,0.06,14.28,22.92,11.69,0,1,1,0
Abatiá - PR,2026-05-31,0.0,13.89,23.76,6.96,1,0,1,1
Abatiá - PR,2026-06-01,0.02,13.5,23.61,5.29,1,0,0,0
Abatiá - PR,2026-06-02,0.0,13.22,21.76,13.25,1,0,2,2
Abatiá - PR,2026-06-03,0.06,12.53,20.34,19.04,1,0,1,2
Abatiá - PR,2026-06-04,0.0,12.26,21.16,18.24,0,0,1,0
Abatiá - PR,2026-06-05,0.0,11.88,20.81,17.51,2,0,1,0
Abdon Batista - SC,2026-05-27,0.0,6.73,17.72,13.36,1,2,3,0
Abdon Batista - SC,2026-05-28,0.0,8.78,19.12,10.81,0,1,2,0
Abdon Batista - SC,2026-05-29,1.38,10.43,17.26,8.53,0,1,3,1
Abdon Batista - SC,2026-05-30,12.27,12.0,17.67,9.88,3,3,2,2
Abdon Batista - SC,2026-05-31,0.31,11.05,17.95,10.61,1,2,2,2
Abdon Batista - SC,2026-06-01,0.0,9.53,16.61,7.66,0,2,3,0
Abdon Batista - SC,2026-06-02,0.0,6.69,16.1,10.51,0,2,2,1
Abdon Batista - SC,2026-06-03,0.0,8.65,14.65,16.01,0,2,1,1
Abdon Batista - SC,2026-06-04,0.0,6.57,14.91,14.89,1,1,1,1
Abdon Batista - SC,2026-06-05,0.01,7.1,15.18,14.23,1,2,1,0
Abel Figueiredo - PA,2026-05-27,0.0,23.51,33.19,13.71,1,1,0,1
Abel Figueiredo - PA,2026-05-28,0.01,23.37,33.24,12.88,0,1,0,1
Abel Figueiredo - PA,2026-05-29,0.69,23.71,32.39,11.76,0,1,0,1
Abel Figueiredo - PA,2026-05-30,1.33,24.31,31.7,11.86,1,1,0,1
Abel Figueiredo - PA,2026-05-31,1.16,23.92,31.51,8.49,0,1,1,1
Abel Figueiredo - PA,2026-06-01,3.98,23.78,30.39,6.73,1,1,0,1
Abel Figueiredo - PA,2026-06-02,5.14,23.37,30.54,5.59,1,1,1,1
Abel Figueiredo - PA,2026-06-03,4.95,23.68,30.62,6.84,1,1,1,1
Abel Figueiredo - PA,2026-06-04,6.36,23.35,30.48,9.27,1,1,1,1
Abel Figueiredo - PA,2026-06-05,1.43,23.54,30.99,11.69,0,1,0,0
Abelardo Luz - SC,2026-05-27,0.0,7.61,19.88,19.43,0,1,2,2
Abelardo Luz - SC,2026-05-28,0.0,11.18,21.02,13.99,0,0,1,1
Abelardo Luz - SC,2026-05-29,8.08,13.12,18.83,9.46,0,2,1,1
Abelardo Luz - SC,2026-05-30,7.66,12.94,18.99,8.28,3,2,1,1
Abelardo Luz - SC,2026-05-31,0.2,11.67,18.79,8.84,2,1,2,1
Abelardo Luz - SC,2026-06-01,0.0,9.66,18.49,7.23,0,2,2,0
Abelardo Luz - SC,2026-06-02,0.0,8.06,18.6,9.96,1,0,0,0
Abelardo Luz - SC,2026-06-03,0.0,9.56,16.12,21.17,3,1,1,0
Abelardo Luz - SC,2026-06-04,0.0,8.16,16.44,21.19,0,0,0,1
Abelardo Luz - SC,2026-06-05,0.0,8.38,16.56,20.29,0,1,1,0
Abre Campo - MG,2026-05-27,0.0,11.11,26.47,8.72,0,0,0,0
Abre Campo - MG,2026-05-28,0.22,17.84,25.62,6.88,0,0,1,2
Abre Campo - MG,2026-05-29,0.54,17.24,23.7,8.06,0,1,2,2
Abre Campo - MG,2026-05-30,0.75,16.34,22.67,8.03,0,1,3,2
Abre Campo - MG,2026-05-31,0.19,15.64,24.32,7.8,0,0,2,1
Abre Campo - MG,2026-06-01,1.45,15.78,25.7,4.35,0,0,0,0
Abre Campo - MG,2026-06-02,2.73,16.0,23.7,4.54,0,0,1,1
Abre Campo - MG,2026-06-03,0.23,15.9,23.28,10.03,0,1,1,1
Abre Campo - MG,2026-06-04,0.1,14.01,21.91,15.38,0,0,0,1
Abre Campo - MG,2026-06-05,0.12,12.38,21.81,11.33,0,0,0,1
Abreu e Lima - PE,2026-05-27,3.19,23.11,26.78,17.06,2,2,2,2
Abreu e Lima - PE,2026-05-28,2.21,23.53,27.8,18.86,1,1,2,2
Abreu e Lima - PE,2026-05-29,4.54,24.09,27.51,19.14,1,2,2,1
Abreu e Lima - PE,2026-05-30,8.87,23.78,26.36,15.75,1,2,2,1
Abreu e Lima - PE,2026-05-31,3.26,23.23,28.04,17.73,1,1,1,0
Abreu e Lima - PE,2026-06-01,0.44,23.16,28.36,16.93,0,1,1,2
Abreu e Lima - PE,2026-06-02,3.21,22.69,27.79,17.12,0,1,1,1
Abreu e Lima - PE,2026-06-03,9.88,23.59,27.5,14.88,1,1,1,1
Abreu e Lima - PE,2026-06-04,9.61,23.66,26.79,18.7,1,2,2,1
Abreu e Lima - PE,2026-06-05,5.38,23.6,27.52,19.0,1,1,1,1
Abreulândia - TO,2026-05-27,0.0,23.17,35.1,15.8,0,0,0,1
Abreulândia - TO,2026-05-28,0.0,23.21,35.3,10.12,0,2,1,1
Abreulândia - TO,2026-05-29,0.0,23.34,35.42,7.95,0,3,2,2
Abreulândia - TO,2026-05-30,0.0,23.97,34.24,8.88,1,0,0,2
Abreulândia - TO,2026-05-31,0.0,24.17,33.6,7.87,0,0,0,2
Abreulândia - TO,2026-06-01,0.12,23.62,33.74,6.22,1,0,0,1
Abreulândia - TO,2026-06-02,0.02,23.41,34.1,6.74,0,0,0,0
Abreulândia - TO,2026-06-03,0.22,23.09,33.75,10.23,0,0,0,1
Abreulândia - TO,2026-06-04,0.81,24.16,33.38,11.13,0,1,1,1
Abreulândia - TO,2026-06-05,0.17,24.07,32.84,11.59,1,1,0,1
Acaiaca - MG,2026-05-27,0.0,10.01,26.25,8.2,0,0,0,1
Acaiaca - MG,2026-05-28,0.31,16.46,23.77,7.23,0,1,3,2
Acaiaca - MG,2026-05-29,0.31,14.65,22.48,5.93,0,3,3,2
Acaiaca - MG,2026-05-30,0.74,14.47,22.3,4.76,1,1,3,2
Acaiaca - MG,2026-05-31,0.71,14.48,24.38,6.12,0,0,2,1
Acaiaca - MG,2026-06-01,3.48,14.91,24.17,2.71,0,0,0,1
Acaiaca - MG,2026-06-02,2.91,14.47,22.64,5.22,0,1,2,1
Acaiaca - MG,2026-06-03,0.41,14.59,21.81,10.19,1,1,1,1
Acaiaca - MG,2026-06-04,0.41,13.26,20.44,10.03,0,2,1,2
Acaiaca - MG,2026-06-05,0.13,11.1,20.68,10.55,0,0,1,1
Açailândia - MA,2026-05-27,0.0,22.92,32.66,12.5,3,0,0,2
Açailândia - MA,2026-05-28,0.02,22.87,32.65,13.08,0,3,0,1
Açailândia - MA,2026-05-29,0.6,23.12,32.11,11.82,0,0,2,1
Açailândia - MA,2026-05-30,1.23,23.84,31.45,11.96,1,1,0,1
Açailândia - MA,2026-05-31,0.89,23.3,31.38,10.25,0,0,1,1
Açailândia - MA,2026-06-01,2.46,23.28,30.58,6.73,1,1,0,1
Açailândia - MA,2026-06-02,3.12,23.03,30.6,5.54,1,1,1,1
Açailândia - MA,2026-06-03,3.24,23.28,30.59,8.5,1,0,1,1
Açailândia - MA,2026-06-04,3.2,23.16,30.82,10.94,0,1,1,1
Açailândia - MA,2026-06-05,0.55,23.0,31.09,11.36,0,0,0,0
Acajutiba - BA,2026-05-27,0.04,20.92,29.16,16.28,1,1,0,2
Acajutiba - BA,2026-05-28,0.01,20.68,29.71,14.77,0,2,3,1
Acajutiba - BA,2026-05-29,0.99,21.31,29.39,16.13,1,1,1,0
Acajutiba - BA,2026-05-30,3.54,20.91,27.2,15.73,3,0,1,1
Acajutiba - BA,2026-05-31,7.88,21.58,26.2,12.89,2,2,2,1
Acajutiba - BA,2026-06-01,3.22,21.56,27.11,11.03,1,1,1,1
Acajutiba - BA,2026-06-02,2.87,21.53,27.51,11.94,1,1,2,1
Acajutiba - BA,2026-06-03,4.23,21.71,26.12,14.58,1,1,1,1
Acajutiba - BA,2026-06-04,7.65,21.91,25.04,18.09,2,2,2,2
Acajutiba - BA,2026-06-05,6.47,21.47,24.21,17.8,1,2,2,2
Acará - PA,2026-05-27,8.91,23.42,31.41,6.83,1,1,3,1
Acará - PA,2026-05-28,9.11,24.0,31.46,8.88,1,1,1,1
Acará - PA,2026-05-29,16.39,24.18,28.48,7.74,1,1,1,1
Acará - PA,2026-05-30,14.48,23.87,29.92,8.92,1,1,1,1
Acará - PA,2026-05-31,16.7,23.7,30.04,9.29,1,1,1,1
Acará - PA,2026-06-01,14.64,23.62,29.61,5.21,1,1,1,1
Acará - PA,2026-06-02,10.46,23.44,30.35,4.89,1,1,1,1
Acará - PA,2026-06-03,8.87,23.62,30.87,8.39,1,1,1,1
Acará - PA,2026-06-04,7.18,23.51,31.13,7.97,1,0,1,1
Acará - PA,2026-06-05,12.79,23.47,30.37,7.01,1,1,1,1
Acarape - CE,2026-05-27,1.61,22.79,29.32,13.9,1,1,1,1
Acarape - CE,2026-05-28,3.11,22.96,29.58,17.19,1,1,1,1
Acarape - CE,2026-05-29,3.96,23.4,29.29,13.74,0,1,1,1
Acarape - CE,2026-05-30,10.35,23.44,27.8,12.55,1,2,2,1
Acarape - CE,2026-05-31,5.05,23.05,29.54,11.99,1,1,1,1
Acarape - CE,2026-06-01,1.95,23.06,30.08,12.25,1,1,0,1
Acarape - CE,2026-06-02,0.92,22.66,30.2,9.62,0,0,0,0
Acarape - CE,2026-06-03,3.89,22.81,28.72,10.39,0,1,1,1
Acarape - CE,2026-06-04,3.02,22.82,30.07,12.13,0,1,1,1
Acarape - CE,2026-06-05,3.6,22.97,30.21,15.15,0,1,1,1
Acaraú - CE,2026-05-27,0.24,24.82,31.32,17.46,1,1,0,0
Acaraú - CE,2026-05-28,1.17,25.28,30.71,20.83,0,1,0,1
Acaraú - CE,2026-05-29,4.43,25.46,29.76,18.52,0,0,1,1
Acaraú - CE,2026-05-30,9.27,25.19,28.77,19.05,1,1,2,2
Acaraú - CE,2026-05-31,6.1,24.95,29.51,15.7,1,1,1,1
Acaraú - CE,2026-06-01,3.43,25.03,29.83,16.17,0,0,0,1
Acaraú - CE,2026-06-02,1.88,24.78,29.82,15.13,0,0,0,0
Acaraú - CE,2026-06-03,1.98,24.9,29.56,16.7,0,0,0,0
Acaraú - CE,2026-06-04,2.46,24.63,29.66,14.13,0,0,0,1
Acaraú - CE,2026-06-05,3.53,25.0,30.02,14.35,0,0,0,1
Acari - RN,2026-05-27,1.34,23.01,29.07,23.34,1,2,1,1
Acari - RN,2026-05-28,0.35,22.03,30.05,21.42,1,1,3,2
Acari - RN,2026-05-29,0.97,22.09,30.2,19.17,0,0,1,1
Acari - RN,2026-05-30,2.38,22.72,29.52,22.16,1,1,2,1
Acari - RN,2026-05-31,0.53,22.45,31.73,19.07,1,1,1,1
Acari - RN,2026-06-01,0.09,21.59,32.33,17.31,0,0,0,1
Acari - RN,2026-06-02,0.09,21.06,33.1,12.45,0,0,1,1
Acari - RN,2026-06-03,3.26,23.25,31.97,11.91,0,1,0,1
Acari - RN,2026-06-04,2.79,23.07,31.63,21.21,1,0,2,1
Acari - RN,2026-06-05,0.89,22.75,31.4,23.23,1,0,2,1
Acauã - PI,2026-05-27,0.0,21.39,31.94,30.72,0,2,0,1
Acauã - PI,2026-05-28,0.0,23.06,32.46,26.12,0,2,0,1
Acauã - PI,2026-05-29,0.0,23.31,33.17,26.02,0,0,0,2
Acauã - PI,2026-05-30,0.0,23.66,32.58,27.57,3,0,0,0
Acauã - PI,2026-05-31,0.0,22.7,32.04,27.44,0,0,1,1
Acauã - PI,2026-06-01,0.0,22.37,31.77,23.21,0,0,1,1
Acauã - PI,2026-06-02,0.0,22.72,31.92,22.24,0,0,1,1
Acauã - PI,2026-06-03,0.0,23.31,31.97,25.99,0,0,2,1
Acauã - PI,2026-06-04,0.07,22.51,29.69,31.1,0,1,2,2
Acauã - PI,2026-06-05,0.04,21.82,28.4,31.33,1,1,3,3
Aceguá - RS,2026-05-27,0.14,9.73,16.88,9.97,0,0,3,3
Aceguá - RS,2026-05-28,0.0,10.37,17.4,12.37,1,1,3,2
Aceguá - RS,2026-05-29,0.66,11.65,17.48,14.31,1,1,2,2
Aceguá - RS,2026-05-30,0.77,13.91,18.55,11.01,3,2,2,3
Aceguá - RS,2026-05-31,0.48,12.55,17.07,7.98,3,3,3,3
Aceguá - RS,2026-06-01,0.13,11.5,15.05,8.78,2,2,3,3
Aceguá - RS,2026-06-02,0.06,9.91,17.42,17.01,3,1,1,2
Aceguá - RS,2026-06-03,0.0,8.87,18.56,18.8,0,0,3,0
Aceguá - RS,2026-06-04,0.0,9.45,19.44,17.18,0,0,1,0
Aceguá - RS,2026-06-05,0.0,10.1,19.71,16.13,0,1,0,0
Acopiara - CE,2026-05-27,0.65,22.86,28.63,24.36,1,2,1,1
Acopiara - CE,2026-05-28,0.05,22.65,29.68,18.75,1,2,1,3
Acopiara - CE,2026-05-29,1.21,23.18,30.29,17.95,1,2,1,1
Acopiara - CE,2026-05-30,0.77,23.19,29.99,18.13,1,1,0,1
Acopiara - CE,2026-05-31,0.68,22.42,30.6,16.13,1,1,0,0
Acopiara - CE,2026-06-01,0.12,22.25,30.8,12.9,0,0,0,0
Acopiara - CE,2026-06-02,0.04,22.06,30.92,9.0,0,0,0,0
Acopiara - CE,2026-06-03,1.03,22.34,30.68,12.26,0,0,1,0
Acopiara - CE,2026-06-04,1.17,22.66,31.01,20.53,1,1,1,1
Acopiara - CE,2026-06-05,0.3,23.16,29.93,24.73,0,1,2,2
Acorizal - MT,2026-05-27,0.22,20.57,30.35,14.45,3,3,0,1
Acorizal - MT,2026-05-28,0.0,22.15,33.18,8.95,1,0,0,0
Acorizal - MT,2026-05-29,0.0,22.99,31.98,2.68,0,0,0,0
Acorizal - MT,2026-05-30,0.0,22.53,32.55,5.38,0,1,1,1
Acorizal - MT,2026-05-31,0.01,22.14,32.29,8.1,1,0,0,0
Acorizal - MT,2026-06-01,0.41,22.28,32.39,6.77,2,0,1,0
Acorizal - MT,2026-06-02,0.05,21.87,32.17,7.12,0,0,0,3
Acorizal - MT,2026-06-03,0.0,21.18,32.12,8.92,0,0,0,0
Acorizal - MT,2026-06-04,0.0,19.23,32.23,11.0,0,1,0,0
Acorizal - MT,2026-06-05,0.01,19.66,32.62,8.35,0,1,3,0
Acrelândia - AC,2026-05-27,0.41,21.29,30.25,10.43,2,0,0,0
Acrelândia - AC,2026-05-28,0.5,21.37,30.52,8.24,0,0,1,1
Acrelândia - AC,2026-05-29,0.72,22.21,30.95,4.42,0,1,0,1
Acrelândia - AC,2026-05-30,1.15,23.41,31.39,9.87,0,1,1,1
Acrelândia - AC,2026-05-31,1.05,23.11,31.41,7.99,0,0,1,1
Acrelândia - AC,2026-06-01,0.83,22.91,31.99,6.27,0,0,0,1
Acrelândia - AC,2026-06-02,0.89,22.87,32.23,7.46,0,0,0,0
Acrelândia - AC,2026-06-03,1.67,22.81,31.12,9.93,0,0,0,1
Acrelândia - AC,2026-06-04,0.62,22.41,31.91,9.22,0,0,0,0
Acrelândia - AC,2026-06-05,0.08,21.54,32.34,6.95,0,0,1,0
Acreúna - GO,2026-05-27,0.0,15.64,31.66,6.57,0,0,0,0
Acreúna - GO,2026-05-28,0.0,19.34,31.02,7.25,0,2,0,0
Acreúna - GO,2026-05-29,0.0,18.9,29.42,3.86,0,2,3,1
Acreúna - GO,2026-05-30,0.0,19.69,30.36,3.19,1,0,0,1
Acreúna - GO,2026-05-31,0.12,18.61,30.13,4.49,0,0,0,0
Acreúna - GO,2026-06-01,0.04,18.34,29.95,6.99,0,0,2,3
Acreúna - GO,2026-06-02,0.0,16.69,28.95,9.9,2,1,0,0
Acreúna - GO,2026-06-03,0.0,14.78,28.62,11.02,0,1,1,2
Acreúna - GO,2026-06-04,0.0,15.6,29.41,9.1,2,0,0,0
Acreúna - GO,2026-06-05,0.0,16.63,28.81,7.8,0,0,0,0
Açu - RN,2026-05-27,1.54,23.98,31.19,16.84,1,1,0,1
Açu - RN,2026-05-28,0.74,23.43,31.71,18.58,1,0,2,1
Açu - RN,2026-05-29,3.52,23.52,30.7,14.45,0,0,1,2
Açu - RN,2026-05-30,8.8,24.06,28.61,12.8,1,2,1,2
Açu - RN,2026-05-31,1.95,23.58,31.73,13.15,1,1,0,1
Açu - RN,2026-06-01,0.27,22.94,32.7,10.49,0,0,0,1
Açu - RN,2026-06-02,0.16,22.62,32.54,9.38,0,0,0,0
Açu - RN,2026-06-03,3.2,24.12,31.15,11.37,0,0,0,1
Açu - RN,2026-06-04,3.96,23.85,32.32,14.93,1,1,1,1
Açu - RN,2026-06-05,2.7,24.0,32.24,16.71,1,1,1,1
Açucena - MG,2026-05-27,0.03,11.36,27.35,7.32,0,0,2,0
Açucena - MG,2026-05-28,0.25,17.09,25.58,6.38,0,0,0,2
Açucena - MG,2026-05-29,0.79,17.62,23.86,5.08,0,2,2,2
Açucena - MG,2026-05-30,1.04,17.0,22.58,7.1,0,2,2,2
Açucena - MG,2026-05-31,0.23,15.36,24.54,5.49,0,0,2,2
Açucena - MG,2026-06-01,1.13,15.69,26.14,3.6,0,0,2,0
Açucena - MG,2026-06-02,2.51,16.03,24.1,4.76,0,0,3,1
Açucena - MG,2026-06-03,3.89,16.09,22.47,6.28,1,2,2,1
Açucena - MG,2026-06-04,0.88,14.85,21.54,5.38,1,2,1,2
Açucena - MG,2026-06-05,0.29,13.29,21.87,8.21,1,1,1,1
Adamantina - SP,2026-05-27,0.02,13.14,30.44,16.66,0,0,0,1
Adamantina - SP,2026-05-28,0.0,19.21,28.77,13.94,2,0,1,0
Adamantina - SP,2026-05-29,0.0,17.68,28.29,13.29,0,1,0,0
Adamantina - SP,2026-05-30,0.09,17.03,28.05,11.27,0,0,3,0
Adamantina - SP,2026-05-31,0.0,16.48,27.85,10.55,3,2,2,0
Adamantina - SP,2026-06-01,0.0,15.66,27.36,8.86,2,3,0,1
Adamantina - SP,2026-06-02,0.0,14.72,25.54,11.36,0,0,0,0
Adamantina - SP,2026-06-03,0.0,14.06,25.18,16.51,0,0,0,3
Adamantina - SP,2026-06-04,0.0,13.85,25.51,18.66,0,0,0,1
Adamantina - SP,2026-06-05,0.0,14.16,25.02,16.71,0,0,1,0
Adelândia - GO,2026-05-27,0.0,15.7,30.44,8.94,1,0,0,0
Adelândia - GO,2026-05-28,0.0,19.37,30.18,8.87,0,0,0,0
Adelândia - GO,2026-05-29,0.0,19.74,28.86,7.59,3,0,0,1
Adelândia - GO,2026-05-30,0.0,19.94,29.2,6.93,0,1,1,1
Adelândia - GO,2026-05-31,0.0,18.14,29.57,6.09,1,0,1,1
Adelândia - GO,2026-06-01,0.32,18.34,29.3,8.75,0,0,0,0
Adelândia - GO,2026-06-02,0.0,17.47,28.76,10.97,0,2,1,0
Adelândia - GO,2026-06-03,0.0,15.9,28.65,12.12,0,0,0,3
Adelândia - GO,2026-06-04,0.0,16.85,29.1,9.76,2,0,1,3
Adelândia - GO,2026-06-05,0.0,17.63,28.34,9.79,0,0,0,2
Adolfo - SP,2026-05-27,0.01,13.11,29.85,16.56,0,0,1,0
Adolfo - SP,2026-05-28,0.0,19.56,27.9,14.67,0,0,1,0
Adolfo - SP,2026-05-29,0.0,17.37,27.23,13.29,0,1,0,0
Adolfo - SP,2026-05-30,0.28,17.06,27.36,10.98,0,0,0,0
Adolfo - SP,2026-05-31,0.0,16.83,26.85,8.72,3,2,0,1
Adolfo - SP,2026-06-01,0.0,15.22,26.08,7.34,1,2,1,1
Adolfo - SP,2026-06-02,0.0,14.34,24.35,12.14,0,0,3,0
Adolfo - SP,2026-06-03,0.0,14.06,24.72,18.05,0,1,0,2
Adolfo - SP,2026-06-04,0.0,14.23,24.98,19.69,2,1,1,3
Adolfo - SP,2026-06-05,0.0,14.29,24.27,16.93,2,0,2,0
Adrianópolis - PR,2026-05-27,0.94,10.64,23.0,5.79,3,3,0,0
Adrianópolis - PR,2026-05-28,0.58,14.46,19.02,8.32,3,3,2,2
Adrianópolis - PR,2026-05-29,0.45,12.71,18.36,7.54,1,3,3,2
Adrianópolis - PR,2026-05-30,1.63,13.47,18.7,6.04,3,3,2,2
Adrianópolis - PR,2026-05-31,0.08,11.52,21.1,3.23,0,3,2,0
Adrianópolis - PR,2026-06-01,0.23,11.59,20.67,2.0,0,2,2,1
Adrianópolis - PR,2026-06-02,2.16,13.62,17.29,8.61,2,3,3,2
Adrianópolis - PR,2026-06-03,2.95,12.59,15.03,12.87,2,3,3,2
Adrianópolis - PR,2026-06-04,1.51,11.29,16.07,10.56,2,2,2,2
Adrianópolis - PR,2026-06-05,1.39,11.38,16.12,10.31,3,3,2,2
Adustina - BA,2026-05-27,0.15,20.73,29.97,18.63,2,2,1,1
Adustina - BA,2026-05-28,0.0,18.43,30.62,13.48,0,0,0,1
Adustina - BA,2026-05-29,0.02,20.06,30.83,15.94,2,0,1,1
Adustina - BA,2026-05-30,0.0,19.94,30.64,17.58,2,2,1,0
