cidade,dt,r,tmin,tmax,wmx,c1,c2,c3,c4
Presidente Kennedy - ES,2026-06-03,4.77,18.18,21.72,14.7,1,0,1,2
Presidente Kennedy - ES,2026-06-04,2.62,17.07,21.88,11.56,2,2,1,2
Presidente Kennedy - ES,2026-06-05,0.97,15.47,22.46,13.68,1,1,0,1
Presidente Kubitschek - MG,2026-05-27,0.0,8.42,24.78,8.37,0,0,0,1
Presidente Kubitschek - MG,2026-05-28,0.02,14.9,22.83,10.21,0,0,0,1
Presidente Kubitschek - MG,2026-05-29,0.34,13.96,21.33,8.06,0,1,2,2
Presidente Kubitschek - MG,2026-05-30,0.58,13.47,20.42,8.23,0,2,2,2
Presidente Kubitschek - MG,2026-05-31,0.54,12.55,22.6,4.13,1,0,1,1
Presidente Kubitschek - MG,2026-06-01,2.76,13.31,23.02,4.05,0,0,0,1
Presidente Kubitschek - MG,2026-06-02,2.66,13.31,21.57,6.09,0,0,1,1
Presidente Kubitschek - MG,2026-06-03,2.48,13.62,19.59,10.94,0,3,3,1
Presidente Kubitschek - MG,2026-06-04,1.1,12.32,18.29,12.33,1,3,3,2
Presidente Kubitschek - MG,2026-06-05,0.3,10.25,18.93,8.89,0,1,2,1
Presidente Lucena - RS,2026-05-27,0.36,8.42,18.1,8.02,0,0,3,2
Presidente Lucena - RS,2026-05-28,0.0,10.46,19.4,7.56,1,1,2,0
Presidente Lucena - RS,2026-05-29,0.54,10.84,18.76,7.77,1,1,1,1
Presidente Lucena - RS,2026-05-30,4.72,13.94,19.67,3.84,2,2,2,2
Presidente Lucena - RS,2026-05-31,1.51,14.61,18.54,7.66,1,3,3,2
Presidente Lucena - RS,2026-06-01,1.13,13.56,16.86,6.48,2,3,3,3
Presidente Lucena - RS,2026-06-02,0.69,11.66,16.54,12.21,3,2,3,2
Presidente Lucena - RS,2026-06-03,0.0,8.96,18.78,10.25,0,0,1,0
Presidente Lucena - RS,2026-06-04,0.0,8.07,18.94,10.29,0,2,2,1
Presidente Lucena - RS,2026-06-05,0.0,8.1,19.06,8.95,1,0,0,0
Presidente Médici - RO,2026-05-27,0.1,21.48,32.69,10.32,0,0,0,1
Presidente Médici - RO,2026-05-28,0.0,22.09,32.74,7.11,0,0,0,1
Presidente Médici - RO,2026-05-29,0.0,22.71,32.45,4.27,0,1,0,0
Presidente Médici - RO,2026-05-30,0.0,23.0,33.05,7.83,0,3,0,0
Presidente Médici - RO,2026-05-31,0.0,22.45,33.35,6.96,0,0,2,1
Presidente Médici - RO,2026-06-01,0.02,22.41,33.33,4.86,1,0,0,0
Presidente Médici - RO,2026-06-02,0.0,22.59,33.7,6.81,0,0,0,0
Presidente Médici - RO,2026-06-03,0.05,22.56,33.47,9.95,0,0,0,0
Presidente Médici - RO,2026-06-04,0.0,21.7,33.44,8.33,0,0,0,2
Presidente Médici - RO,2026-06-05,0.0,20.63,33.34,6.18,3,3,2,1
Presidente Médici - MA,2026-05-27,5.77,23.67,30.28,11.58,1,1,1,1
Presidente Médici - MA,2026-05-28,3.47,24.37,31.02,11.84,0,0,1,1
Presidente Médici - MA,2026-05-29,10.71,24.65,30.2,9.22,1,1,1,1
Presidente Médici - MA,2026-05-30,18.33,24.25,29.02,10.56,1,1,1,1
Presidente Médici - MA,2026-05-31,16.89,23.8,29.2,10.55,1,2,1,1
Presidente Médici - MA,2026-06-01,14.3,23.81,28.99,7.04,0,1,1,1
Presidente Médici - MA,2026-06-02,8.5,23.75,29.51,7.35,1,1,1,1
Presidente Médici - MA,2026-06-03,5.97,23.96,30.06,10.29,0,0,1,1
Presidente Médici - MA,2026-06-04,6.9,23.7,30.04,9.38,0,0,1,1
Presidente Médici - MA,2026-06-05,9.3,23.63,29.77,9.3,1,1,1,1
Presidente Nereu - SC,2026-05-27,0.0,8.73,20.94,6.22,2,2,0,0
Presidente Nereu - SC,2026-05-28,0.0,11.25,18.4,6.15,1,2,2,1
Presidente Nereu - SC,2026-05-29,0.48,11.24,16.76,5.13,1,3,3,3
Presidente Nereu - SC,2026-05-30,7.67,13.62,18.2,5.05,2,3,2,2
Presidente Nereu - SC,2026-05-31,0.08,11.42,21.04,7.14,1,2,2,1
Presidente Nereu - SC,2026-06-01,0.3,13.0,19.36,4.43,0,3,3,0
Presidente Nereu - SC,2026-06-02,0.73,12.09,17.73,6.01,1,3,2,2
Presidente Nereu - SC,2026-06-03,0.17,10.9,16.43,9.62,1,1,0,2
Presidente Nereu - SC,2026-06-04,0.26,7.98,16.48,7.62,0,0,1,2
Presidente Nereu - SC,2026-06-05,0.05,7.75,17.12,7.75,1,1,1,2
Presidente Olegário - MG,2026-05-27,0.0,11.86,27.16,14.61,0,0,0,0
Presidente Olegário - MG,2026-05-28,0.0,15.96,26.99,8.06,0,1,0,0
Presidente Olegário - MG,2026-05-29,0.01,16.18,25.23,7.65,0,0,0,1
Presidente Olegário - MG,2026-05-30,0.2,16.37,25.42,5.82,0,0,0,1
Presidente Olegário - MG,2026-05-31,0.64,15.42,25.91,4.17,0,0,0,1
Presidente Olegário - MG,2026-06-01,2.05,15.53,25.08,6.49,0,0,0,1
Presidente Olegário - MG,2026-06-02,0.1,13.84,26.17,4.81,0,0,1,3
Presidente Olegário - MG,2026-06-03,0.24,14.71,24.43,14.89,0,0,0,1
Presidente Olegário - MG,2026-06-04,0.12,14.41,23.35,14.94,0,0,0,1
Presidente Olegário - MG,2026-06-05,0.02,13.25,23.06,11.35,0,0,0,2
Presidente Prudente - SP,2026-05-27,0.07,13.26,29.88,16.75,0,2,1,1
Presidente Prudente - SP,2026-05-28,0.0,19.0,28.37,13.92,0,0,1,0
Presidente Prudente - SP,2026-05-29,0.0,17.93,27.73,13.78,1,2,0,0
Presidente Prudente - SP,2026-05-30,0.07,17.16,27.39,11.57,0,0,0,0
Presidente Prudente - SP,2026-05-31,0.0,16.55,27.41,9.47,1,1,3,0
Presidente Prudente - SP,2026-06-01,0.0,15.87,26.99,7.67,3,3,0,2
Presidente Prudente - SP,2026-06-02,0.0,14.84,25.23,10.88,0,0,0,1
Presidente Prudente - SP,2026-06-03,0.0,14.28,24.53,16.58,0,1,0,0
Presidente Prudente - SP,2026-06-04,0.0,13.76,24.88,18.95,0,0,0,1
Presidente Prudente - SP,2026-06-05,0.0,14.13,24.56,16.88,0,0,0,0
Presidente Sarney - MA,2026-05-27,5.05,23.73,30.41,10.84,1,1,1,1
Presidente Sarney - MA,2026-05-28,3.71,24.59,31.05,11.45,0,0,1,1
Presidente Sarney - MA,2026-05-29,10.68,24.74,30.45,9.56,1,1,1,1
Presidente Sarney - MA,2026-05-30,18.95,24.34,29.17,10.04,1,1,1,1
Presidente Sarney - MA,2026-05-31,16.33,23.92,29.45,10.03,1,2,1,1
Presidente Sarney - MA,2026-06-01,15.77,23.94,28.83,6.98,0,1,1,1
Presidente Sarney - MA,2026-06-02,9.06,23.84,29.48,7.19,1,1,1,1
Presidente Sarney - MA,2026-06-03,5.15,24.09,30.28,9.74,0,0,1,1
Presidente Sarney - MA,2026-06-04,6.8,23.91,30.07,8.71,0,0,1,1
Presidente Sarney - MA,2026-06-05,9.51,23.75,29.62,7.78,1,1,1,1
Presidente Tancredo Neves - BA,2026-05-27,0.77,17.32,26.97,12.42,0,0,1,1
Presidente Tancredo Neves - BA,2026-05-28,1.62,18.28,26.55,10.84,0,1,2,1
Presidente Tancredo Neves - BA,2026-05-29,4.29,20.12,25.92,12.13,1,2,2,1
Presidente Tancredo Neves - BA,2026-05-30,13.71,20.62,23.17,11.83,3,3,3,2
Presidente Tancredo Neves - BA,2026-05-31,1.27,19.42,24.6,11.61,1,1,1,1
Presidente Tancredo Neves - BA,2026-06-01,4.11,20.16,25.05,10.24,1,2,2,1
Presidente Tancredo Neves - BA,2026-06-02,5.55,20.47,25.2,10.32,1,2,2,1
Presidente Tancredo Neves - BA,2026-06-03,4.29,20.65,24.43,14.67,1,2,2,1
Presidente Tancredo Neves - BA,2026-06-04,1.85,19.73,24.19,17.54,1,1,2,1
Presidente Tancredo Neves - BA,2026-06-05,0.82,18.85,24.31,16.98,1,2,2,2
Presidente Vargas - MA,2026-05-27,0.29,23.76,32.41,15.27,1,0,2,0
Presidente Vargas - MA,2026-05-28,0.84,24.56,32.8,12.61,0,1,0,1
Presidente Vargas - MA,2026-05-29,4.62,24.84,32.51,11.03,1,1,0,1
Presidente Vargas - MA,2026-05-30,9.98,24.53,30.58,9.58,1,1,0,1
Presidente Vargas - MA,2026-05-31,7.82,23.89,31.04,8.64,1,1,1,1
Presidente Vargas - MA,2026-06-01,8.8,23.91,30.08,5.46,1,1,1,1
Presidente Vargas - MA,2026-06-02,5.16,23.72,30.7,6.66,0,1,1,1
Presidente Vargas - MA,2026-06-03,4.87,24.0,31.0,10.54,0,0,1,1
Presidente Vargas - MA,2026-06-04,4.02,23.79,31.16,9.95,0,0,1,1
Presidente Vargas - MA,2026-06-05,2.28,23.75,30.93,11.32,1,1,1,1
Presidente Venceslau - SP,2026-05-27,0.08,13.89,30.16,17.55,0,0,2,0
Presidente Venceslau - SP,2026-05-28,0.0,19.34,29.3,14.21,0,0,2,0
Presidente Venceslau - SP,2026-05-29,0.0,18.62,28.61,14.8,2,2,1,0
Presidente Venceslau - SP,2026-05-30,0.08,17.72,28.05,11.76,0,0,1,0
Presidente Venceslau - SP,2026-05-31,0.0,17.02,27.91,10.1,3,2,1,0
Presidente Venceslau - SP,2026-06-01,0.0,16.37,27.49,8.24,2,0,0,2
Presidente Venceslau - SP,2026-06-02,0.0,15.28,26.04,10.64,0,0,0,1
Presidente Venceslau - SP,2026-06-03,0.0,14.87,25.18,16.63,0,0,0,0
Presidente Venceslau - SP,2026-06-04,0.0,14.26,25.6,19.34,0,0,0,0
Presidente Venceslau - SP,2026-06-05,0.0,14.82,25.4,17.48,0,0,0,0
Primavera - PE,2026-05-27,3.39,21.82,25.44,15.19,3,2,2,2
Primavera - PE,2026-05-28,2.37,21.9,26.46,15.31,1,2,2,2
Primavera - PE,2026-05-29,3.93,22.4,26.26,16.06,1,2,2,1
Primavera - PE,2026-05-30,7.33,22.37,25.33,13.94,1,2,2,1
Primavera - PE,2026-05-31,3.06,21.73,26.79,14.79,1,2,1,1
Primavera - PE,2026-06-01,0.75,21.28,27.33,13.86,0,1,1,1
Primavera - PE,2026-06-02,2.28,20.72,26.92,14.0,2,0,1,1
Primavera - PE,2026-06-03,8.18,22.31,26.31,13.19,1,2,2,1
Primavera - PE,2026-06-04,8.68,22.41,25.54,15.97,2,3,2,2
Primavera - PE,2026-06-05,4.91,22.07,25.87,15.63,1,2,1,1
Primavera - PA,2026-05-27,10.59,23.54,28.44,10.07,1,1,1,1
Primavera - PA,2026-05-28,12.16,23.81,28.52,10.12,0,1,1,1
Primavera - PA,2026-05-29,13.6,24.27,28.29,9.49,1,1,1,1
Primavera - PA,2026-05-30,14.45,24.12,28.52,11.04,0,1,1,1
Primavera - PA,2026-05-31,11.06,23.73,29.23,9.89,1,1,1,1
Primavera - PA,2026-06-01,10.17,23.81,29.24,6.79,1,1,1,1
Primavera - PA,2026-06-02,10.66,23.53,28.95,7.28,1,1,1,1
Primavera - PA,2026-06-03,4.42,23.81,30.15,11.29,0,0,1,1
Primavera - PA,2026-06-04,4.05,23.66,30.1,10.19,0,0,0,1
Primavera - PA,2026-06-05,10.78,23.54,28.93,7.92,0,0,0,1
Primavera de Rondônia - RO,2026-05-27,0.1,20.01,32.28,9.01,0,2,3,1
Primavera de Rondônia - RO,2026-05-28,0.0,21.37,32.27,7.31,0,0,0,0
Primavera de Rondônia - RO,2026-05-29,0.0,21.93,31.64,4.71,0,0,0,0
Primavera de Rondônia - RO,2026-05-30,0.01,21.97,32.36,6.97,0,0,1,0
Primavera de Rondônia - RO,2026-05-31,0.04,21.17,32.7,6.39,0,0,0,1
Primavera de Rondônia - RO,2026-06-01,0.11,21.47,32.58,4.9,0,3,0,0
Primavera de Rondônia - RO,2026-06-02,0.05,21.56,32.82,6.37,0,0,0,0
Primavera de Rondônia - RO,2026-06-03,0.09,21.5,32.68,9.64,0,0,0,3
Primavera de Rondônia - RO,2026-06-04,0.0,20.41,32.73,7.94,0,0,0,1
Primavera de Rondônia - RO,2026-06-05,0.0,19.35,32.52,6.14,2,2,1,1
Primavera do Leste - MT,2026-05-27,0.0,17.61,31.94,9.27,0,2,0,1
Primavera do Leste - MT,2026-05-28,0.0,20.15,31.37,10.1,1,2,2,0
Primavera do Leste - MT,2026-05-29,0.0,20.37,29.73,6.75,2,0,0,1
Primavera do Leste - MT,2026-05-30,0.0,20.0,30.52,5.6,0,0,0,1
Primavera do Leste - MT,2026-05-31,0.0,19.23,30.57,5.99,0,0,0,1
Primavera do Leste - MT,2026-06-01,0.29,19.09,30.49,4.76,0,3,0,0
Primavera do Leste - MT,2026-06-02,0.0,19.16,30.01,7.58,0,0,2,0
Primavera do Leste - MT,2026-06-03,0.0,17.81,29.62,8.04,0,0,0,0
Primavera do Leste - MT,2026-06-04,0.0,16.66,30.26,6.48,2,0,0,0
Primavera do Leste - MT,2026-06-05,0.0,17.91,30.24,5.3,0,0,3,1
Primeira Cruz - MA,2026-05-27,1.53,25.17,29.91,16.06,1,0,0,0
Primeira Cruz - MA,2026-05-28,4.69,26.03,29.93,18.3,0,1,0,0
Primeira Cruz - MA,2026-05-29,7.41,26.31,29.45,17.72,1,1,0,0
Primeira Cruz - MA,2026-05-30,16.35,25.62,28.67,18.58,0,1,0,1
Primeira Cruz - MA,2026-05-31,12.61,25.52,28.82,17.34,1,1,0,1
Primeira Cruz - MA,2026-06-01,15.34,25.31,28.08,12.39,0,1,0,1
Primeira Cruz - MA,2026-06-02,7.84,25.59,28.57,12.38,1,0,0,0
Primeira Cruz - MA,2026-06-03,3.19,25.96,29.22,16.63,0,0,0,0
Primeira Cruz - MA,2026-06-04,4.97,25.76,29.01,14.17,0,0,0,1
Primeira Cruz - MA,2026-06-05,9.34,25.38,28.49,10.88,0,1,0,1
Primeiro de Maio - PR,2026-05-27,0.05,12.57,27.72,15.8,2,0,1,0
Primeiro de Maio - PR,2026-05-28,0.0,18.19,24.65,15.7,0,2,1,0
Primeiro de Maio - PR,2026-05-29,0.0,16.62,23.95,12.98,0,0,0,0
Primeiro de Maio - PR,2026-05-30,0.2,15.91,24.05,11.55,0,0,0,0
Primeiro de Maio - PR,2026-05-31,0.0,15.7,24.66,7.96,1,0,0,0
Primeiro de Maio - PR,2026-06-01,0.0,15.37,24.52,5.76,2,0,1,2
Primeiro de Maio - PR,2026-06-02,0.0,14.62,22.64,12.53,1,0,0,0
Primeiro de Maio - PR,2026-06-03,0.01,13.68,22.47,18.82,0,0,0,3
Primeiro de Maio - PR,2026-06-04,0.0,13.41,22.44,19.06,0,0,0,1
Primeiro de Maio - PR,2026-06-05,0.01,13.25,22.09,17.41,0,3,0,2
Princesa - SC,2026-05-27,0.0,9.57,20.97,11.68,0,0,3,0
Princesa - SC,2026-05-28,0.02,12.68,23.77,6.59,1,0,1,1
Princesa - SC,2026-05-29,12.11,15.49,19.2,6.61,0,1,1,2
Princesa - SC,2026-05-30,1.85,13.75,21.49,3.98,2,1,1,1
Princesa - SC,2026-05-31,0.27,13.83,20.79,5.88,0,2,3,1
Princesa - SC,2026-06-01,0.0,11.91,19.99,5.45,0,2,3,0
Princesa - SC,2026-06-02,0.0,10.44,20.2,6.0,0,0,1,1
Princesa - SC,2026-06-03,0.0,10.93,19.97,11.25,0,0,0,0
Princesa - SC,2026-06-04,0.0,9.76,19.76,11.26,1,0,0,1
Princesa - SC,2026-06-05,0.01,9.75,19.96,11.06,0,0,0,3
Princesa Isabel - PB,2026-05-27,0.38,19.92,25.85,26.79,3,3,3,3
Princesa Isabel - PB,2026-05-28,0.16,18.9,27.9,20.16,1,1,2,2
Princesa Isabel - PB,2026-05-29,0.17,20.27,28.7,20.22,2,1,0,2
Princesa Isabel - PB,2026-05-30,0.2,19.94,28.08,22.35,0,1,2,1
Princesa Isabel - PB,2026-05-31,0.02,19.14,29.45,19.14,0,0,0,0
Princesa Isabel - PB,2026-06-01,0.0,18.94,29.36,17.2,0,1,0,1
Princesa Isabel - PB,2026-06-02,0.0,18.91,30.14,13.22,0,0,1,0
Princesa Isabel - PB,2026-06-03,0.1,20.09,29.65,15.85,0,0,0,1
Princesa Isabel - PB,2026-06-04,0.66,20.57,28.29,25.07,1,1,2,1
Princesa Isabel - PB,2026-06-05,1.03,20.25,26.65,25.28,1,3,3,1
Professor Jamil - GO,2026-05-27,0.0,14.23,29.1,10.56,0,0,0,0
Professor Jamil - GO,2026-05-28,0.0,17.28,28.8,7.94,0,0,0,1
Professor Jamil - GO,2026-05-29,0.0,17.43,27.61,5.61,0,0,0,1
Professor Jamil - GO,2026-05-30,0.0,18.31,28.24,6.86,0,0,0,1
Professor Jamil - GO,2026-05-31,0.16,17.02,28.54,4.62,0,0,3,1
Professor Jamil - GO,2026-06-01,0.57,17.28,28.3,5.38,0,0,0,0
Professor Jamil - GO,2026-06-02,0.0,15.72,27.98,6.81,0,2,1,0
Professor Jamil - GO,2026-06-03,0.0,13.84,27.87,8.28,0,2,2,0
Professor Jamil - GO,2026-06-04,0.0,16.1,27.69,12.07,0,0,2,0
Professor Jamil - GO,2026-06-05,0.0,16.04,26.9,10.52,0,0,0,0
Progresso - RS,2026-05-27,0.34,7.61,16.66,9.73,0,0,3,2
Progresso - RS,2026-05-28,0.0,10.06,18.65,7.6,0,2,2,0
Progresso - RS,2026-05-29,2.36,11.43,16.89,5.78,1,3,3,1
Progresso - RS,2026-05-30,4.7,13.03,18.86,4.48,2,2,2,2
Progresso - RS,2026-05-31,0.73,13.83,18.04,6.16,2,3,3,2
Progresso - RS,2026-06-01,0.36,11.94,16.17,6.15,2,3,3,3
Progresso - RS,2026-06-02,0.62,10.78,15.17,13.84,2,3,3,3
Progresso - RS,2026-06-03,0.0,8.37,17.25,11.37,1,2,0,1
Progresso - RS,2026-06-04,0.0,7.29,17.41,9.81,0,1,1,1
Progresso - RS,2026-06-05,0.0,7.32,17.46,8.12,0,0,0,0
Promissão - SP,2026-05-27,0.09,13.04,30.13,17.54,0,0,3,1
Promissão - SP,2026-05-28,0.0,19.43,27.65,16.14,0,0,1,0
Promissão - SP,2026-05-29,0.0,17.09,27.2,14.2,0,1,0,0
Promissão - SP,2026-05-30,0.19,16.75,27.49,12.22,1,0,0,0
Promissão - SP,2026-05-31,0.0,16.67,27.04,9.66,2,2,0,3
Promissão - SP,2026-06-01,0.0,15.25,26.42,8.16,1,2,0,2
Promissão - SP,2026-06-02,0.0,14.56,24.67,13.74,0,0,0,0
Promissão - SP,2026-06-03,0.0,14.09,24.78,19.47,0,1,0,3
Promissão - SP,2026-06-04,0.0,14.26,24.88,21.15,3,1,1,1
Promissão - SP,2026-06-05,0.0,14.19,24.21,18.29,2,1,2,0
Propriá - SE,2026-05-27,0.16,22.29,29.78,14.24,2,2,1,0
Propriá - SE,2026-05-28,0.65,21.65,29.52,14.68,0,1,1,2
Propriá - SE,2026-05-29,0.65,22.09,29.36,15.11,0,0,1,1
Propriá - SE,2026-05-30,1.04,22.75,29.77,15.58,0,1,1,0
Propriá - SE,2026-05-31,1.11,22.33,29.73,14.79,0,0,1,1
Propriá - SE,2026-06-01,1.11,22.09,29.67,13.77,0,1,1,1
Propriá - SE,2026-06-02,0.15,21.28,30.32,12.82,1,1,2,1
Propriá - SE,2026-06-03,1.74,22.59,29.18,15.86,0,0,1,1
Propriá - SE,2026-06-04,6.66,23.38,27.19,17.11,1,1,1,1
Propriá - SE,2026-06-05,12.9,22.6,25.46,16.21,1,2,2,2
Protásio Alves - RS,2026-05-27,0.07,7.14,17.22,11.72,0,0,3,1
Protásio Alves - RS,2026-05-28,0.0,8.46,19.74,10.45,0,1,1,0
Protásio Alves - RS,2026-05-29,1.37,10.02,18.61,8.17,0,1,2,1
Protásio Alves - RS,2026-05-30,6.43,13.12,18.77,8.46,2,2,1,2
Protásio Alves - RS,2026-05-31,0.7,12.83,18.04,8.59,1,3,3,2
Protásio Alves - RS,2026-06-01,0.16,11.56,15.8,7.11,2,3,3,2
Protásio Alves - RS,2026-06-02,0.09,9.72,15.82,11.49,2,3,2,2
Protásio Alves - RS,2026-06-03,0.0,8.09,17.15,11.59,0,3,0,0
Protásio Alves - RS,2026-06-04,0.0,6.95,17.38,10.99,1,1,1,0
Protásio Alves - RS,2026-06-05,0.0,7.04,17.43,11.1,0,0,0,0
Prudente de Morais - MG,2026-05-27,0.0,10.86,27.82,11.09,0,3,0,2
Prudente de Morais - MG,2026-05-28,0.02,16.68,27.02,8.56,0,0,0,1
Prudente de Morais - MG,2026-05-29,0.11,16.56,25.54,9.0,0,2,1,1
Prudente de Morais - MG,2026-05-30,0.34,16.41,25.02,9.27,0,0,0,2
Prudente de Morais - MG,2026-05-31,0.62,15.27,26.07,8.1,0,0,0,1
Prudente de Morais - MG,2026-06-01,3.11,15.84,25.64,5.84,0,0,0,1
Prudente de Morais - MG,2026-06-02,1.63,14.72,25.29,6.66,0,0,0,1
Prudente de Morais - MG,2026-06-03,0.41,15.4,23.97,12.75,0,0,0,1
Prudente de Morais - MG,2026-06-04,0.16,13.66,22.79,13.38,0,0,0,1
Prudente de Morais - MG,2026-06-05,0.11,12.19,22.4,10.62,0,0,0,1
Prudentópolis - PR,2026-05-27,0.28,8.2,22.88,9.37,2,3,2,1
Prudentópolis - PR,2026-05-28,0.11,12.25,19.43,7.76,0,2,3,3
Prudentópolis - PR,2026-05-29,0.19,11.87,18.48,6.37,1,2,3,2
Prudentópolis - PR,2026-05-30,3.83,12.94,19.08,5.65,1,2,2,2
Prudentópolis - PR,2026-05-31,0.14,11.02,21.16,3.7,0,2,3,1
Prudentópolis - PR,2026-06-01,0.01,10.75,20.7,3.61,3,1,3,3
Prudentópolis - PR,2026-06-02,0.02,9.66,18.14,7.2,0,1,3,1
Prudentópolis - PR,2026-06-03,0.54,10.87,16.06,15.08,3,2,3,3
Prudentópolis - PR,2026-06-04,0.17,9.95,16.69,13.86,1,2,3,2
Prudentópolis - PR,2026-06-05,0.09,9.85,16.56,12.95,0,2,3,2
Pugmil - TO,2026-05-27,0.0,22.29,32.91,14.1,1,0,0,2
Pugmil - TO,2026-05-28,0.0,21.21,33.55,10.28,0,2,1,0
Pugmil - TO,2026-05-29,0.0,21.99,33.54,8.44,2,3,1,0
Pugmil - TO,2026-05-30,0.0,22.56,32.24,8.93,0,0,0,0
Pugmil - TO,2026-05-31,0.0,23.33,32.16,9.02,0,0,0,1
Pugmil - TO,2026-06-01,0.11,22.59,32.36,6.77,0,0,0,1
Pugmil - TO,2026-06-02,0.0,22.12,32.89,6.99,0,0,1,0
Pugmil - TO,2026-06-03,0.04,22.06,32.78,10.38,0,0,0,0
Pugmil - TO,2026-06-04,0.24,22.98,32.32,11.27,0,1,0,1
Pugmil - TO,2026-06-05,0.0,23.16,31.81,13.66,0,0,0,0
Pureza - RN,2026-05-27,2.23,23.61,28.0,18.98,1,1,1,1
Pureza - RN,2026-05-28,2.7,23.34,28.96,20.42,1,1,2,1
Pureza - RN,2026-05-29,12.02,24.09,27.51,18.91,1,3,2,2
Pureza - RN,2026-05-30,18.02,23.47,27.36,16.01,2,2,2,1
Pureza - RN,2026-05-31,1.82,23.14,28.85,19.22,1,1,1,1
Pureza - RN,2026-06-01,0.22,23.0,29.8,18.37,0,0,1,0
Pureza - RN,2026-06-02,2.93,22.12,28.95,12.55,3,0,0,1
Pureza - RN,2026-06-03,4.71,23.53,28.97,11.3,1,1,1,1
Pureza - RN,2026-06-04,2.89,23.51,28.91,17.23,0,0,1,1
Pureza - RN,2026-06-05,4.08,23.66,28.74,20.5,0,1,2,1
Putinga - RS,2026-05-27,0.2,7.48,16.32,10.49,0,0,3,2
Putinga - RS,2026-05-28,0.0,9.21,19.18,9.52,0,2,2,0
Putinga - RS,2026-05-29,2.7,10.96,17.2,6.65,1,3,3,2
Putinga - RS,2026-05-30,4.84,12.97,18.8,4.79,2,2,2,2
Putinga - RS,2026-05-31,0.48,13.45,17.91,6.07,2,3,3,2
Putinga - RS,2026-06-01,0.17,11.5,15.95,5.82,2,3,3,2
Putinga - RS,2026-06-02,0.22,10.16,14.89,15.16,2,3,3,3
Putinga - RS,2026-06-03,0.0,8.09,16.93,13.18,2,0,0,1
Putinga - RS,2026-06-04,0.0,7.2,17.1,10.36,0,1,1,2
Putinga - RS,2026-06-05,0.01,7.22,17.18,9.06,0,0,0,0
Puxinanã - PB,2026-05-27,3.21,20.73,24.03,20.27,2,2,3,2
Puxinanã - PB,2026-05-28,1.61,20.03,25.52,18.79,2,3,3,3
Puxinanã - PB,2026-05-29,1.92,19.81,25.86,18.81,1,1,2,2
Puxinanã - PB,2026-05-30,3.84,20.69,25.05,19.35,1,2,2,1
Puxinanã - PB,2026-05-31,1.27,20.27,27.29,17.71,1,2,2,1
Puxinanã - PB,2026-06-01,0.07,19.25,27.95,17.02,0,1,2,1
Puxinanã - PB,2026-06-02,0.82,18.03,28.45,11.2,2,3,0,1
Puxinanã - PB,2026-06-03,4.34,20.62,27.09,12.94,0,1,2,1
Puxinanã - PB,2026-06-04,3.48,20.91,26.41,19.24,1,2,2,1
Puxinanã - PB,2026-06-05,2.07,20.6,26.46,20.5,1,2,2,1
Quadra - SP,2026-05-27,0.74,10.67,25.47,11.94,1,1,1,1
Quadra - SP,2026-05-28,0.01,15.37,21.96,14.24,1,1,1,1
Quadra - SP,2026-05-29,0.0,13.06,21.67,11.63,0,1,1,0
Quadra - SP,2026-05-30,0.48,13.72,22.05,12.65,0,1,1,0
Quadra - SP,2026-05-31,0.0,12.89,22.01,9.72,0,1,2,0
Quadra - SP,2026-06-01,0.0,11.91,22.2,6.28,0,0,1,0
Quadra - SP,2026-06-02,0.16,12.72,20.32,16.91,3,2,2,1
Quadra - SP,2026-06-03,0.49,13.15,18.75,20.06,2,2,2,2
Quadra - SP,2026-06-04,0.15,12.13,19.94,16.82,0,0,1,1
Quadra - SP,2026-06-05,0.19,11.5,19.18,16.25,0,1,1,1
Quaraí - RS,2026-05-27,0.0,10.67,18.44,16.07,0,0,3,2
Quaraí - RS,2026-05-28,0.04,11.09,18.9,16.16,2,0,2,1
Quaraí - RS,2026-05-29,1.66,13.65,17.29,12.91,2,3,3,2
Quaraí - RS,2026-05-30,0.14,12.87,18.49,9.03,2,1,2,3
Quaraí - RS,2026-05-31,0.06,12.77,17.91,6.2,2,2,3,3
Quaraí - RS,2026-06-01,0.0,11.53,16.52,9.34,2,2,2,3
Quaraí - RS,2026-06-02,0.0,10.16,17.76,20.51,2,1,0,1
Quaraí - RS,2026-06-03,0.0,10.59,19.56,22.93,0,0,0,0
Quaraí - RS,2026-06-04,0.0,10.91,20.23,22.18,1,1,0,0
Quaraí - RS,2026-06-05,0.0,10.97,20.71,19.87,0,0,0,0
Quartel Geral - MG,2026-05-27,0.0,11.11,27.53,7.15,3,2,0,0
Quartel Geral - MG,2026-05-28,0.0,16.18,27.24,5.38,0,0,0,1
Quartel Geral - MG,2026-05-29,0.05,16.56,25.76,4.52,0,0,0,1
Quartel Geral - MG,2026-05-30,0.37,16.53,25.77,3.81,2,0,0,1
Quartel Geral - MG,2026-05-31,1.05,15.98,26.32,3.43,0,0,0,0
Quartel Geral - MG,2026-06-01,3.27,16.09,25.52,4.21,0,0,0,1
Quartel Geral - MG,2026-06-02,0.56,14.44,25.73,6.16,0,0,0,0
Quartel Geral - MG,2026-06-03,0.24,14.93,24.59,9.46,0,0,0,0
Quartel Geral - MG,2026-06-04,0.08,13.98,23.54,9.26,0,0,0,1
Quartel Geral - MG,2026-06-05,0.04,12.5,22.93,9.59,0,0,0,1
Quarto Centenário - PR,2026-05-27,0.0,11.64,25.63,12.98,2,1,2,0
